;config_175_avg
Standard_Acc;80,7100
RMSCE;0,0509
gaussian_noise;50,3480
shot_noise;54,7120
impulse_noise;36,7500
defocus_blur;70,2540
glass_blur;57,4380
motion_blur;65,5500
zoom_blur;66,3260
snow;67,2800
frost;68,9880
fog;70,8020
brightness;78,3960
contrast;60,9420
elastic_transform;68,6640
pixelate;65,8020
jpeg_compression;58,7620
speckle_noise;53,5980
gaussian_blur;63,8800
spatter;69,8540
saturate;71,1780
blue_noise;44,8820
brownish_noise;38,0100
checkerboard_cutout;60,2920
circular_motion_blur;73,3320
inverse_sparkles;46,8580
lines;51,9960
pinch_and_twirl;73,4100
ripple;63,4780
sparkles;63,4600
transverse_chromatic_abberation;48,2400
Acc_C-all-19;63,1328
Acc_C-original-15;62,7343
Acc_C-bar-10;56,3958
Acc_all-ex-pixelwise-noise-24;63,4663
RMSCE_C;0,1303
Combined_Noise;58,5800
