;config_358_avg;config_358_std;config_358_run_0;config_358_run_1;config_358_run_2;config_358_run_3;config_358_run_4
Standard_Acc;90,2460;6,1085;95,3300;95,2000;95,1700;82,8100;82,7200
RMSCE;0,0575;0,0308;0,0829;0,0788;0,0858;0,0171;0,0228
gaussian_noise;66,1200;4,7203;69,7000;69,3000;70,0000;63,7000;57,9000
shot_noise;70,6200;5,0217;75,0000;75,1000;74,0000;65,0000;64,0000
impulse_noise;72,0200;4,8807;77,0000;77,5000;72,5000;68,0000;65,1000
defocus_blur;85,0000;5,6207;89,9000;90,1000;88,7000;78,6000;77,7000
glass_blur;69,5800;3,9504;74,1000;71,6000;72,5000;65,2000;64,5000
motion_blur;80,1400;5,5095;84,5000;85,1000;84,3000;73,4000;73,4000
zoom_blur;82,0800;6,4459;86,2000;88,0000;87,5000;72,5000;76,2000
snow;76,4800;6,4886;81,0000;82,1000;82,2000;68,5000;68,6000
frost;83,1000;5,8299;87,9000;85,2000;89,8000;77,9000;74,7000
fog;83,2800;5,1184;86,3000;88,3000;87,6000;78,0000;76,2000
brightness;88,3800;5,7444;93,1000;92,7000;93,4000;81,3000;81,4000
contrast;84,4600;4,9573;88,2000;88,6000;88,7000;78,8000;78,0000
elastic_transform;78,2000;5,4805;82,8000;82,1000;83,1000;71,4000;71,6000
pixelate;73,9800;5,5069;79,6000;75,9000;79,5000;66,9000;68,0000
jpeg_compression;65,3000;4,1579;70,2000;67,4000;68,2000;60,9000;59,8000
speckle_noise;70,7200;5,8338;79,1000;73,6000;72,7000;64,3000;63,9000
gaussian_blur;77,0800;5,6630;81,4000;80,9000;82,5000;72,0000;68,6000
spatter;81,6800;5,7836;85,8000;85,5000;87,7000;75,7000;73,7000
saturate;83,6800;5,9338;89,4000;87,2000;88,8000;77,4000;75,6000
blue_noise;69,9800;3,5358;72,5000;71,0000;74,5000;64,9000;67,0000
brownish_noise;47,4200;3,5454;51,4000;47,7000;51,2000;43,0000;43,8000
checkerboard_cutout;73,1000;5,0668;73,9000;76,6000;80,2000;67,2000;67,6000
circular_motion_blur;82,6400;6,9272;87,1000;88,6000;89,1000;73,8000;74,6000
inverse_sparkles;46,5800;2,3541;49,0000;47,9000;47,5000;46,3000;42,2000
lines;59,5800;4,3632;63,1000;60,8000;65,0000;54,1000;54,9000
pinch_and_twirl;82,7800;5,8465;87,0000;87,5000;88,1000;75,0000;76,3000
ripple;71,3800;5,2663;75,3000;76,3000;75,4000;64,6000;65,3000
sparkles;73,8200;4,5420;76,6000;78,9000;76,7000;69,8000;67,1000
transverse_chromatic_abberation;55,9600;3,0362;60,4000;55,5000;58,3000;53,4000;52,2000
Acc_C-all-19;77,4684;5,2899;82,1684;81,3789;81,7737;71,5526;70,4684
Acc_C-original-15;77,2493;5,1878;81,7000;81,2667;81,4667;71,3400;70,4733
Acc_C-bar-10;66,3240;4,2486;69,6300;69,0800;70,6000;61,2100;61,1000
Acc_all-ex-pixelwise-noise-24;74,4033;5,0098;78,5083;77,9375;79,0000;68,5708;68,0000
RMSCE_C;0,0747;0,0054;0,0671;0,0735;0,0757;0,0734;0,0837
Combined_Noise;76,4480;4,9889;81,4100;79,7700;80,2900;70,8900;69,8800
