;config_365_avg;config_365_std;config_365_run_0;config_365_run_1;config_365_run_2;config_365_run_3;config_365_run_4
Standard_Acc;89,1280;5,7370;93,7700;94,0100;93,6500;81,8900;82,3200
RMSCE;0,0534;0,0297;0,0685;0,0813;0,0821;0,0164;0,0186
gaussian_noise;67,0400;4,2949;70,9000;70,3000;70,3000;62,9000;60,8000
shot_noise;71,3800;5,1608;73,9000;75,3000;77,3000;65,3000;65,1000
impulse_noise;71,5800;3,8701;75,0000;75,6000;73,4000;66,3000;67,6000
defocus_blur;83,6600;5,2948;87,5000;87,6000;88,8000;77,3000;77,1000
glass_blur;70,4200;4,1787;74,5000;72,5000;74,2000;66,6000;64,3000
motion_blur;79,7600;5,7538;83,5000;85,2000;84,6000;73,1000;72,4000
zoom_blur;81,6000;4,7291;84,9000;86,0000;85,0000;74,0000;78,1000
snow;76,7400;5,1360;79,5000;81,2000;81,8000;69,3000;71,9000
frost;83,0600;5,0705;86,2000;86,2000;88,9000;77,8000;76,2000
fog;82,7000;4,7875;86,0000;85,4000;88,2000;77,1000;76,8000
brightness;87,3000;5,2019;91,2000;91,3000;92,1000;81,4000;80,5000
contrast;83,7400;4,7990;87,0000;88,6000;87,3000;77,8000;78,0000
elastic_transform;77,7200;5,4326;81,9000;80,1000;84,1000;71,3000;71,2000
pixelate;76,6400;6,3038;82,2000;82,6000;80,3000;70,4000;67,7000
jpeg_compression;67,8800;3,6493;71,6000;70,1000;70,8000;63,6000;63,3000
speckle_noise;71,0600;5,0536;77,6000;71,9000;75,2000;65,9000;64,7000
gaussian_blur;76,1600;6,0338;78,3000;80,9000;83,4000;70,3000;67,9000
spatter;81,1400;4,8955;86,4000;83,3000;85,2000;77,0000;73,8000
saturate;83,1800;5,3820;88,1000;86,2000;88,3000;76,6000;76,7000
blue_noise;67,5200;2,9688;70,1000;70,0000;69,6000;63,1000;64,8000
brownish_noise;47,0200;3,7408;50,0000;44,4000;52,9000;44,2000;43,6000
checkerboard_cutout;72,8000;4,4922;75,6000;76,2000;77,5000;67,3000;67,4000
circular_motion_blur;81,8000;6,1106;86,8000;86,1000;87,4000;73,7000;75,0000
inverse_sparkles;49,1200;2,1940;49,6000;51,7000;50,4000;48,7000;45,2000
lines;60,0400;4,3495;64,0000;61,6000;64,8000;54,2000;55,6000
pinch_and_twirl;83,1800;4,9410;85,5000;87,4000;88,5000;76,9000;77,6000
ripple;72,7800;5,2587;77,0000;77,5000;76,7000;66,1000;66,6000
sparkles;73,7800;4,6675;75,9000;79,4000;77,0000;69,4000;67,2000
transverse_chromatic_abberation;59,7000;4,1139;61,8000;59,4000;65,9000;57,9000;53,5000
Acc_C-all-19;77,5137;4,8999;81,3789;81,0684;82,0632;71,7895;71,2684
Acc_C-original-15;77,4147;4,8309;81,0533;81,2000;81,8067;71,6133;71,4000
Acc_C-bar-10;66,7740;4,0246;69,6300;69,3700;71,0700;62,1500;61,6500
Acc_all-ex-pixelwise-noise-24;74,6633;4,6931;78,1250;77,9542;79,3375;69,2500;68,6500
RMSCE_C;0,0687;0,0026;0,0661;0,0684;0,0737;0,0674;0,0680
Combined_Noise;75,7340;4,9546;80,3600;78,6600;80,2000;70,2800;69,1700
