;config_321_avg;config_321_std;config_321_run_0;config_321_run_1;config_321_run_2;config_321_run_3;config_321_run_4
Standard_Acc;80,1380;0,1986;80,0300;80,3400;79,8800;80,4000;80,0400
RMSCE;0,0237;0,0025;0,0232;0,0247;0,0272;0,0196;0,0240
gaussian_noise;58,2600;0,3611;58,6000;57,9000;58,3000;58,7000;57,8000
shot_noise;62,3400;0,9521;63,3000;62,1000;62,9000;62,8000;60,6000
impulse_noise;63,4800;2,1812;64,6000;60,7000;61,1000;64,8000;66,2000
defocus_blur;74,5000;0,2530;75,0000;74,4000;74,3000;74,4000;74,4000
glass_blur;62,7600;1,1360;63,3000;61,2000;61,6000;63,9000;63,8000
motion_blur;71,1800;1,4552;70,4000;72,7000;72,0000;72,1000;68,7000
zoom_blur;72,8400;1,2076;71,9000;72,2000;72,7000;72,2000;75,2000
snow;69,1400;0,5389;69,3000;69,2000;69,6000;69,5000;68,1000
frost;73,6400;1,9694;72,3000;72,5000;74,1000;77,3000;72,0000
fog;73,5600;0,7172;73,2000;72,8000;73,1000;73,9000;74,8000
brightness;78,4600;1,3230;76,4000;77,8000;78,9000;80,4000;78,8000
contrast;75,4600;0,9478;76,0000;76,4000;73,7000;75,3000;75,9000
elastic_transform;69,5400;0,7116;70,5000;68,6000;69,6000;70,1000;68,9000
pixelate;68,5400;1,3410;68,1000;68,1000;70,3000;69,7000;66,5000
jpeg_compression;60,0600;2,0006;61,2000;58,7000;59,5000;63,3000;57,6000
speckle_noise;62,2200;2,7809;67,1000;59,7000;59,8000;63,4000;61,1000
gaussian_blur;67,4600;1,2093;69,5000;67,2000;67,8000;67,0000;65,8000
spatter;72,7400;1,9345;72,6000;71,6000;73,3000;76,0000;70,2000
saturate;74,4400;1,8672;74,5000;71,5000;74,5000;77,4000;74,3000
blue_noise;61,3800;1,1788;61,6000;60,1000;60,3000;61,5000;63,4000
brownish_noise;42,4800;1,7267;43,3000;40,4000;45,2000;42,6000;40,9000
checkerboard_cutout;64,6600;1,3455;64,2000;64,2000;63,5000;64,1000;67,3000
circular_motion_blur;72,7400;0,9972;72,9000;72,7000;74,4000;71,3000;72,4000
inverse_sparkles;43,6000;2,3298;43,0000;42,4000;43,1000;48,1000;41,4000
lines;53,2400;2,1814;53,0000;51,8000;56,4000;54,8000;50,2000
pinch_and_twirl;72,9600;0,9912;71,6000;74,0000;72,4000;72,6000;74,2000
ripple;64,9800;0,9887;65,2000;63,8000;66,5000;64,0000;65,4000
sparkles;65,0000;1,4819;64,6000;67,4000;64,1000;65,8000;63,1000
transverse_chromatic_abberation;52,8000;1,1367;52,4000;50,8000;53,1000;53,9000;53,8000
Acc_C-all-19;68,9800;0,6914;69,3579;68,1737;68,7947;70,1158;68,4579
Acc_C-original-15;68,9173;0,5251;68,9400;68,3533;68,7800;69,8933;68,6200
Acc_C-bar-10;59,3840;0,4390;59,1800;58,7600;59,9000;59,8700;59,2100
Acc_all-ex-pixelwise-noise-24;66,5325;0,5764;66,4333;65,9333;66,8208;67,4875;65,9875
RMSCE_C;0,0752;0,0045;0,0683;0,0810;0,0727;0,0753;0,0787
Combined_Noise;67,4220;0,7641;67,9400;66,5200;67,0600;68,6400;66,9500
