;config_593_avg
Standard_Acc;75,7100
RMSCE;0,1504
gaussian_noise;29,5820
shot_noise;39,0760
impulse_noise;26,6660
defocus_blur;58,7920
glass_blur;26,7120
motion_blur;51,9820
zoom_blur;54,4460
snow;56,9420
frost;54,9380
fog;57,0660
brightness;71,2120
contrast;43,2260
elastic_transform;60,6660
pixelate;58,1120
jpeg_compression;58,8540
speckle_noise;40,2040
gaussian_blur;51,7680
spatter;60,5820
saturate;60,8340
blue_noise;20,9280
brownish_noise;26,7440
checkerboard_cutout;52,4160
circular_motion_blur;66,8080
inverse_sparkles;30,8260
lines;46,6860
pinch_and_twirl;69,3700
ripple;57,6080
sparkles;54,9340
transverse_chromatic_abberation;30,9540
Acc_C-all-19;50,6137
Acc_C-original-15;49,8848
Acc_C-bar-10;45,7274
Acc_all-ex-pixelwise-noise-24;52,6033
RMSCE_C;0,3368
Adversarial_accuracy_autoattack;0,0000
Combined_Noise;51,9400
