;config_9_avg
Standard_Acc;80,9900
RMSCE;0,0154
gaussian_noise;59,8580
shot_noise;64,3400
impulse_noise;66,9140
defocus_blur;75,6560
glass_blur;64,4500
motion_blur;71,4720
zoom_blur;73,1420
snow;71,3200
frost;71,9380
fog;74,3980
brightness;79,1600
contrast;75,6100
elastic_transform;71,0480
pixelate;68,3000
jpeg_compression;60,4880
speckle_noise;65,0960
gaussian_blur;73,4060
spatter;73,7140
saturate;75,0660
blue_noise;64,5160
brownish_noise;43,7520
checkerboard_cutout;67,7340
circular_motion_blur;74,5840
inverse_sparkles;45,2000
lines;55,3320
pinch_and_twirl;74,9140
ripple;64,5920
sparkles;68,1520
transverse_chromatic_abberation;49,6300
Acc_C-all-19;70,2829
Acc_C-original-15;69,8729
Acc_C-bar-10;60,8406
Acc_all-ex-pixelwise-noise-24;67,6274
RMSCE_C;0,0347
Combined_Noise;69,8000
