;config_562_avg;config_562_std;config_562_run_0;config_562_run_1;config_562_run_2;config_562_run_3;config_562_run_4
Standard_Acc;83,0280;0,2748;82,8800;82,9600;83,0300;83,5400;82,7300
RMSCE;0,0233;0,0038;0,0179;0,0259;0,0246;0,0282;0,0198
gaussian_noise;58,3400;1,9221;57,2000;57,0000;60,4000;60,9000;56,2000
shot_noise;62,8200;1,8957;62,9000;60,5000;66,1000;63,1000;61,5000
impulse_noise;63,6800;1,3452;64,9000;64,4000;61,3000;63,1000;64,7000
defocus_blur;77,6400;0,8114;76,1000;77,7000;77,8000;78,4000;78,2000
glass_blur;64,8200;1,2432;65,9000;63,7000;63,7000;66,7000;64,1000
motion_blur;73,6200;1,2734;73,1000;74,5000;74,1000;75,0000;71,4000
zoom_blur;75,5800;0,6911;74,4000;75,7000;76,2000;75,3000;76,3000
snow;70,7800;0,6675;69,6000;71,5000;71,3000;70,9000;70,6000
frost;76,4400;1,7962;75,6000;74,0000;77,8000;79,1000;75,7000
fog;76,2800;0,9928;75,1000;75,5000;76,1000;76,8000;77,9000
brightness;80,4800;1,1906;79,5000;78,7000;81,0000;81,9000;81,3000
contrast;77,3200;1,4675;76,4000;77,3000;75,1000;78,9000;78,9000
elastic_transform;71,7200;1,0245;70,8000;71,2000;73,4000;72,4000;70,8000
pixelate;67,1600;0,9002;67,0000;68,3000;67,7000;67,2000;65,6000
jpeg_compression;59,5200;1,4134;60,8000;58,1000;58,8000;61,6000;58,3000
speckle_noise;62,1600;3,2457;66,6000;57,1000;62,3000;64,3000;60,5000
gaussian_blur;70,2200;2,1554;67,9000;69,8000;73,8000;71,3000;68,3000
spatter;75,9800;1,7198;76,2000;75,1000;77,3000;78,1000;73,2000
saturate;76,8600;1,1377;77,5000;75,2000;77,8000;78,0000;75,8000
blue_noise;63,8400;3,1462;62,5000;60,8000;63,4000;62,6000;69,9000
brownish_noise;42,5200;1,6558;42,3000;40,4000;45,5000;42,4000;42,0000
checkerboard_cutout;68,6600;0,8405;67,9000;67,5000;69,1000;69,8000;69,0000
circular_motion_blur;75,0600;0,3200;75,5000;75,4000;74,8000;74,8000;74,8000
inverse_sparkles;45,1000;2,8418;42,1000;43,6000;42,8000;49,1000;47,9000
lines;55,8200;1,5471;55,7000;53,2000;58,0000;56,4000;55,8000
pinch_and_twirl;76,0600;1,3778;73,4000;77,3000;76,3000;76,4000;76,9000
ripple;65,9200;1,5025;65,1000;66,7000;67,9000;66,4000;63,5000
sparkles;68,1800;1,9712;65,9000;70,2000;67,5000;70,8000;66,5000
transverse_chromatic_abberation;52,4200;2,0014;51,6000;51,1000;55,2000;54,3000;49,9000
Acc_C-all-19;70,6011;0,7442;70,3947;69,7526;71,1579;71,7368;69,9632
Acc_C-original-15;70,4133;0,5846;69,9533;69,8733;70,7200;71,4200;70,1000
Acc_C-bar-10;61,3580;0,8149;60,2000;60,6200;62,0500;62,3000;61,6200
Acc_all-ex-pixelwise-noise-24;68,5067;0,7532;67,7250;67,9875;69,1250;69,6667;68,0292
RMSCE_C;0,0828;0,0037;0,0849;0,0856;0,0766;0,0865;0,0805
Combined_Noise;68,9780;1,0358;69,5000;67,1800;69,6800;70,0400;68,4900
