;config_4_avg
Standard_Acc;81,1000
RMSCE;0,0278
gaussian_noise;60,5700
shot_noise;64,5520
impulse_noise;66,6480
defocus_blur;75,6420
glass_blur;62,6440
motion_blur;69,4380
zoom_blur;72,4340
snow;70,6360
frost;70,3780
fog;73,8280
brightness;79,5580
contrast;75,1200
elastic_transform;71,0080
pixelate;64,5100
jpeg_compression;59,8700
speckle_noise;64,6840
gaussian_blur;73,4220
spatter;74,1880
saturate;74,8980
blue_noise;67,0580
brownish_noise;44,7180
checkerboard_cutout;67,7700
circular_motion_blur;73,7400
inverse_sparkles;42,7760
lines;54,5600
pinch_and_twirl;74,9980
ripple;63,9500
sparkles;68,0920
transverse_chromatic_abberation;46,7280
Acc_C-all-19;69,6857
Acc_C-original-15;69,1224
Acc_C-bar-10;60,4390
Acc_all-ex-pixelwise-noise-24;66,8711
RMSCE_C;0,0291
Combined_Noise;70,1200
