;config_357_avg;config_357_std;config_357_run_0;config_357_run_1;config_357_run_2;config_357_run_3;config_357_run_4
Standard_Acc;90,3240;6,1795;95,3200;95,4600;95,3200;82,4400;83,0800
RMSCE;0,0545;0,0269;0,0824;0,0725;0,0740;0,0197;0,0241
gaussian_noise;64,1000;3,0614;69,2000;63,3000;65,3000;62,7000;60,0000
shot_noise;68,8600;3,9953;72,1000;70,6000;73,3000;65,2000;63,1000
impulse_noise;70,4000;3,9401;73,3000;70,8000;75,9000;66,2000;65,8000
defocus_blur;84,5000;5,5982;89,1000;89,2000;88,9000;77,3000;78,0000
glass_blur;68,5600;2,5255;70,3000;70,0000;71,4000;66,1000;65,0000
motion_blur;78,9200;5,7638;82,9000;85,2000;82,6000;72,2000;71,7000
zoom_blur;82,2600;6,2580;86,5000;87,7000;87,4000;72,4000;77,3000
snow;77,1000;4,7045;80,0000;80,3000;82,3000;72,2000;70,7000
frost;82,4400;5,6535;87,3000;85,2000;88,3000;77,0000;74,4000
fog;83,0200;5,0177;87,2000;86,9000;87,2000;77,6000;76,2000
brightness;88,7000;5,8532;93,3000;93,5000;93,6000;82,2000;80,9000
contrast;84,3200;5,0503;88,7000;88,5000;88,0000;79,3000;77,1000
elastic_transform;77,4200;6,4530;81,9000;81,7000;84,3000;69,9000;69,3000
pixelate;71,8600;4,9115;76,6000;76,0000;74,9000;65,3000;66,5000
jpeg_compression;63,9600;3,4932;66,2000;65,8000;67,5000;62,5000;57,8000
speckle_noise;68,9400;4,1495;75,1000;68,5000;72,0000;64,7000;64,4000
gaussian_blur;77,6800;5,9971;81,2000;82,0000;84,3000;70,0000;70,9000
spatter;81,7400;5,7144;87,2000;83,4000;87,5000;78,0000;72,6000
saturate;83,4400;5,4723;89,1000;86,0000;88,1000;78,8000;75,2000
blue_noise;69,4000;3,9278;73,4000;70,2000;73,4000;63,3000;66,7000
brownish_noise;45,7400;3,3001;49,1000;43,9000;50,3000;43,2000;42,2000
checkerboard_cutout;73,2800;4,7927;76,6000;76,2000;78,6000;67,8000;67,2000
circular_motion_blur;82,8400;7,3361;88,9000;87,2000;90,2000;73,2000;74,7000
inverse_sparkles;45,9600;1,1056;45,5000;47,2000;45,3000;47,3000;44,5000
lines;59,0200;4,0504;61,1000;60,0000;64,9000;55,6000;53,5000
pinch_and_twirl;83,1000;5,7439;86,2000;88,4000;88,6000;75,7000;76,6000
ripple;69,3000;5,4214;74,5000;72,7000;73,9000;62,5000;62,9000
sparkles;74,2200;4,4323;77,1000;79,5000;76,6000;69,6000;68,3000
transverse_chromatic_abberation;55,3600;4,1783;60,2000;51,4000;60,5000;53,7000;51,0000
Acc_C-all-19;76,7484;4,7669;80,9053;79,7158;81,2000;71,5579;70,3632
Acc_C-original-15;76,4280;4,6749;80,3067;79,6467;80,7267;71,2067;70,2533
Acc_C-bar-10;65,8220;4,0434;69,2600;67,6700;70,2300;61,1900;60,7600
Acc_all-ex-pixelwise-noise-24;73,9475;4,7248;77,7792;76,9958;78,5500;68,7250;67,6875
RMSCE_C;0,0736;0,0031;0,0706;0,0771;0,0703;0,0725;0,0774
Combined_Noise;75,6240;4,2272;80,2200;77,5000;79,2100;71,3900;69,8000
