;config_474_avg;config_474_std;config_474_run_0;config_474_run_1;config_474_run_2
Standard_Acc;78,9833;0,0170;78,9900;78,9600;79,0000
RMSCE;0,0182;0,0024;0,0198;0,0199;0,0148
gaussian_noise;67,3493;0,6667;66,4440;68,0300;67,5740
shot_noise;70,3540;0,4964;69,6520;70,6980;70,7120
impulse_noise;78,0407;0,2265;77,8040;78,3460;77,9720
defocus_blur;64,4900;0,5513;63,7180;64,7820;64,9700
glass_blur;38,0047;2,4326;40,0000;39,4340;34,5800
motion_blur;58,8187;0,3727;58,2920;59,1000;59,0640
zoom_blur;60,1153;0,6916;59,1560;60,4300;60,7600
snow;60,8780;0,7621;61,8840;60,7100;60,0400
frost;59,5760;1,0032;60,7240;59,7240;58,2800
fog;62,5613;0,3195;62,1480;62,9260;62,6100
brightness;75,7853;0,1454;75,5880;75,8340;75,9340
contrast;50,5600;0,4312;50,1260;51,1480;50,4060
elastic_transform;65,3967;0,3995;64,8320;65,6940;65,6640
pixelate;59,6813;0,3545;60,1080;59,6960;59,2400
jpeg_compression;59,6113;0,5104;60,1160;59,8060;58,9120
speckle_noise;70,9267;0,5376;70,1740;71,2100;71,3960
gaussian_blur;57,5447;0,6759;56,6660;57,6580;58,3100
spatter;71,6340;0,2006;71,8900;71,6120;71,4000
saturate;66,1973;0,3364;65,8700;66,6600;66,0620
blue_noise;76,8433;0,6180;77,0520;77,4740;76,0040
brownish_noise;32,7680;0,8879;33,5780;33,1940;31,5320
checkerboard_cutout;58,2020;0,8003;59,2560;58,0320;57,3180
circular_motion_blur;69,8967;0,5605;69,2940;70,6440;69,7520
inverse_sparkles;36,4000;1,4337;37,7680;37,0120;34,4200
lines;54,6167;1,1144;56,1220;54,2680;53,4600
pinch_and_twirl;72,5253;0,1424;72,3580;72,5120;72,7060
ripple;61,8633;0,3304;61,4720;61,8380;62,2800
sparkles;60,1340;0,8249;61,2140;59,2120;59,9760
transverse_chromatic_abberation;34,1760;0,7287;33,5100;35,1900;33,8280
Acc_C-all-19;63,0276;0,2240;62,9048;63,3420;62,8361
Acc_C-original-15;62,0815;0,2640;62,0395;62,4239;61,7812
Acc_C-bar-10;55,7425;0,4444;56,1624;55,9376;55,1276
Acc_all-ex-pixelwise-noise-24;57,9765;0,2936;58,1537;58,2132;57,5627
RMSCE_C;0,0740;0,0037;0,0738;0,0695;0,0785
Combined_Noise;73,0167;0,2613;73,1600;73,2400;72,6500
