;config_363_avg;config_363_std;config_363_run_0;config_363_run_1;config_363_run_2;config_363_run_3;config_363_run_4
Standard_Acc;89,3120;5,7059;93,9300;94,0700;93,9000;82,7000;81,9600
RMSCE;0,0544;0,0297;0,0825;0,0771;0,0754;0,0242;0,0127
gaussian_noise;66,1600;4,4166;71,7000;68,5000;68,2000;63,2000;59,2000
shot_noise;70,7800;5,1269;74,9000;75,9000;74,0000;64,2000;64,9000
impulse_noise;69,5800;4,2263;75,8000;71,1000;71,3000;64,3000;65,4000
defocus_blur;83,9200;4,8355;88,5000;88,1000;86,8000;79,2000;77,0000
glass_blur;69,2600;4,0510;74,3000;71,1000;71,9000;65,2000;63,8000
motion_blur;79,2800;5,2071;83,9000;83,7000;82,9000;73,8000;72,1000
zoom_blur;82,0200;4,7301;85,9000;85,9000;85,5000;74,6000;78,2000
snow;76,1600;4,7601;78,5000;80,0000;81,4000;70,9000;70,0000
frost;82,4000;4,9932;87,0000;84,4000;87,4000;78,5000;74,7000
fog;82,7000;4,8683;87,1000;85,9000;86,8000;78,2000;75,5000
brightness;87,3000;4,9924;91,2000;91,3000;91,6000;81,7000;80,7000
contrast;83,7400;4,9033;87,5000;87,4000;88,3000;78,0000;77,5000
elastic_transform;77,0400;5,3451;82,1000;79,6000;82,3000;70,8000;70,4000
pixelate;74,2600;5,4239;77,1000;79,7000;79,0000;68,8000;66,7000
jpeg_compression;64,6400;3,0309;67,9000;65,0000;67,8000;62,3000;60,2000
speckle_noise;70,8200;5,7049;79,6000;71,0000;74,0000;65,7000;63,8000
gaussian_blur;76,2200;4,4625;78,6000;78,6000;81,4000;73,7000;68,8000
spatter;81,1800;5,6958;86,5000;83,6000;86,8000;76,4000;72,6000
saturate;83,2800;5,6996;88,2000;87,3000;88,2000;77,3000;75,4000
blue_noise;68,7400;4,6444;74,2000;70,9000;72,2000;63,1000;63,3000
brownish_noise;47,7800;3,6597;51,8000;44,2000;52,1000;47,4000;43,4000
checkerboard_cutout;72,3400;4,1132;73,4000;75,6000;77,5000;68,4000;66,8000
circular_motion_blur;81,1200;6,6757;86,5000;86,4000;86,8000;72,6000;73,3000
inverse_sparkles;47,2800;2,1803;49,3000;48,9000;47,9000;47,1000;43,2000
lines;59,7600;4,2931;61,7000;61,9000;65,6000;55,3000;54,3000
pinch_and_twirl;82,6000;5,2096;87,0000;86,1000;87,4000;75,8000;76,7000
ripple;70,9800;5,1250;71,8000;76,6000;76,3000;66,0000;64,2000
sparkles;73,3800;3,9867;75,7000;79,1000;74,2000;69,8000;68,1000
transverse_chromatic_abberation;57,1200;2,3490;58,9000;56,2000;59,8000;57,6000;53,1000
Acc_C-all-19;76,8811;4,7296;81,3842;79,9000;80,8211;71,9368;70,3632
Acc_C-original-15;76,6160;4,6121;80,8933;79,8400;80,3467;71,5800;70,4200
Acc_C-bar-10;66,1100;3,8475;69,0300;68,5900;69,9800;62,3100;60,6400
Acc_all-ex-pixelwise-noise-24;73,9900;4,3978;77,5167;76,9417;78,1542;69,5583;67,7792
RMSCE_C;0,0722;0,0039;0,0726;0,0703;0,0700;0,0684;0,0796
Combined_Noise;75,7500;4,9171;80,3700;78,9700;79,7800;70,9300;68,7000
