;config_262_avg
Standard_Acc;80,5600
RMSCE;0,0574
gaussian_noise;43,2480
shot_noise;48,5800
impulse_noise;40,7020
defocus_blur;67,3240
glass_blur;53,3900
motion_blur;62,6380
zoom_blur;63,6880
snow;66,4080
frost;67,2760
fog;69,2400
brightness;78,4480
contrast;58,0300
elastic_transform;66,7800
pixelate;62,8140
jpeg_compression;57,5700
speckle_noise;48,6140
gaussian_blur;59,7080
spatter;69,4900
saturate;70,8220
blue_noise;48,2180
brownish_noise;39,4960
checkerboard_cutout;58,9600
circular_motion_blur;71,9980
inverse_sparkles;44,0320
lines;52,4400
pinch_and_twirl;72,9340
ripple;61,8240
sparkles;62,7620
transverse_chromatic_abberation;43,9420
Acc_C-all-19;60,7774
Acc_C-original-15;60,4091
Acc_C-bar-10;55,6606
Acc_all-ex-pixelwise-noise-24;61,7506
RMSCE_C;0,1223
Combined_Noise;58,4900
