;config_353_avg;config_353_std;config_353_run_0;config_353_run_1;config_353_run_2;config_353_run_3;config_353_run_4
Standard_Acc;33,2300;40,6983;0,0000;0,0000;0,0000;83,1800;82,9700
RMSCE;0,0064;0,0079;0,0000;0,0000;0,0000;0,0153;0,0169
gaussian_noise;24,0800;29,5190;0,0000;0,0000;0,0000;62,2000;58,2000
shot_noise;25,4200;31,1505;0,0000;0,0000;0,0000;65,2000;61,9000
impulse_noise;26,9800;33,0563;0,0000;0,0000;0,0000;68,9000;66,0000
defocus_blur;31,2800;38,3105;0,0000;0,0000;0,0000;77,9000;78,5000
glass_blur;25,7600;31,5801;0,0000;0,0000;0,0000;66,6000;62,2000
motion_blur;29,3200;35,9318;0,0000;0,0000;0,0000;75,3000;71,3000
zoom_blur;30,3600;37,2048;0,0000;0,0000;0,0000;73,9000;77,9000
snow;27,7400;33,9746;0,0000;0,0000;0,0000;69,5000;69,2000
frost;30,7800;37,7349;0,0000;0,0000;0,0000;79,6000;74,3000
fog;30,9800;37,9537;0,0000;0,0000;0,0000;78,9000;76,0000
brightness;32,9000;40,2951;0,0000;0,0000;0,0000;81,8000;82,7000
contrast;31,4000;38,4622;0,0000;0,0000;0,0000;79,5000;77,5000
elastic_transform;28,6000;35,0314;0,0000;0,0000;0,0000;72,3000;70,7000
pixelate;26,5800;32,5618;0,0000;0,0000;0,0000;67,6000;65,3000
jpeg_compression;24,4400;29,9459;0,0000;0,0000;0,0000;62,5000;59,7000
speckle_noise;26,4800;32,4491;0,0000;0,0000;0,0000;67,9000;64,5000
gaussian_blur;28,7200;35,1747;0,0000;0,0000;0,0000;71,8000;71,8000
spatter;30,5200;37,4051;0,0000;0,0000;0,0000;78,5000;74,1000
saturate;31,2600;38,2855;0,0000;0,0000;0,0000;78,2000;78,1000
blue_noise;26,3000;32,2164;0,0000;0,0000;0,0000;64,8000;66,7000
brownish_noise;17,2800;21,1682;0,0000;0,0000;0,0000;43,9000;42,5000
checkerboard_cutout;27,3000;33,4373;0,0000;0,0000;0,0000;67,7000;68,8000
circular_motion_blur;29,7600;36,4529;0,0000;0,0000;0,0000;73,5000;75,3000
inverse_sparkles;18,1400;22,2385;0,0000;0,0000;0,0000;46,9000;43,8000
lines;21,6000;26,4552;0,0000;0,0000;0,0000;53,7000;54,3000
pinch_and_twirl;30,5600;37,4291;0,0000;0,0000;0,0000;76,0000;76,8000
ripple;25,6200;31,3781;0,0000;0,0000;0,0000;64,2000;63,9000
sparkles;27,1200;33,2346;0,0000;0,0000;0,0000;69,6000;66,0000
transverse_chromatic_abberation;20,8400;25,5616;0,0000;0,0000;0,0000;54,3000;49,9000
Acc_C-all-19;28,6105;35,0464;0,0000;0,0000;0,0000;72,5316;70,5211
Acc_C-original-15;28,4413;34,8392;0,0000;0,0000;0,0000;72,1133;70,0933
Acc_C-bar-10;24,4520;29,9482;0,0000;0,0000;0,0000;61,4600;60,8000
Acc_all-ex-pixelwise-noise-24;27,4525;33,6251;0,0000;0,0000;0,0000;69,3208;67,9417
RMSCE_C;0,0307;0,0376;0,0000;0,0000;0,0000;0,0780;0,0756
Combined_Noise;28,2020;34,5498;0,0000;0,0000;0,0000;71,7900;69,2200
