;config_223_avg
Standard_Acc;80,6100
RMSCE;0,0384
gaussian_noise;49,8160
shot_noise;54,7120
impulse_noise;30,0920
defocus_blur;72,0460
glass_blur;58,1240
motion_blur;68,9560
zoom_blur;69,4600
snow;68,6300
frost;69,6420
fog;71,4980
brightness;77,6820
contrast;63,5360
elastic_transform;70,4360
pixelate;67,5340
jpeg_compression;60,1540
speckle_noise;53,3840
gaussian_blur;66,7880
spatter;70,1220
saturate;72,1060
blue_noise;46,3580
brownish_noise;38,5920
checkerboard_cutout;59,9880
circular_motion_blur;73,0920
inverse_sparkles;47,2920
lines;54,1900
pinch_and_twirl;74,0360
ripple;62,1280
sparkles;63,0040
transverse_chromatic_abberation;50,1620
Acc_C-all-19;63,9325
Acc_C-original-15;63,4879
Acc_C-bar-10;56,8842
Acc_all-ex-pixelwise-noise-24;64,5499
RMSCE_C;0,1056
Combined_Noise;55,1800
