;config_595_avg
Standard_Acc;80,6800
RMSCE;0,0674
gaussian_noise;59,6120
shot_noise;63,3640
impulse_noise;63,7260
defocus_blur;73,6500
glass_blur;63,6240
motion_blur;67,0000
zoom_blur;71,5700
snow;70,1280
frost;69,7440
fog;69,8760
brightness;78,5680
contrast;72,5560
elastic_transform;70,6380
pixelate;71,8920
jpeg_compression;64,4900
speckle_noise;63,8500
gaussian_blur;70,7300
spatter;73,1340
saturate;73,3540
blue_noise;56,4260
brownish_noise;43,0360
checkerboard_cutout;66,3480
circular_motion_blur;75,4840
inverse_sparkles;43,3420
lines;55,9660
pinch_and_twirl;74,9960
ripple;67,9020
sparkles;66,3460
transverse_chromatic_abberation;48,7400
Acc_C-all-19;69,0266
Acc_C-original-15;68,6959
Acc_C-bar-10;59,8586
Acc_all-ex-pixelwise-noise-24;66,7964
RMSCE_C;0,1195
Adversarial_accuracy_autoattack;0,0000
Combined_Noise;68,4100
