;config_320_avg;config_320_std;config_320_run_0;config_320_run_1;config_320_run_2;config_320_run_3;config_320_run_4
Standard_Acc;80,2860;0,1111;80,2700;80,4000;80,1100;80,4100;80,2400
RMSCE;0,0272;0,0037;0,0227;0,0267;0,0303;0,0240;0,0325
gaussian_noise;58,1600;1,7738;59,1000;56,4000;57,2000;61,2000;56,9000
shot_noise;61,5600;1,8543;64,5000;60,6000;62,3000;61,5000;58,9000
impulse_noise;64,3400;2,6477;64,5000;63,3000;60,2000;68,3000;65,4000
defocus_blur;74,9800;0,9130;74,8000;74,0000;74,1000;76,4000;75,6000
glass_blur;61,6200;2,1995;62,5000;61,5000;59,4000;65,3000;59,4000
motion_blur;70,5200;1,3106;69,3000;71,8000;71,6000;71,3000;68,6000
zoom_blur;73,1000;1,6012;73,9000;70,5000;74,0000;72,1000;75,0000
snow;68,8200;1,6485;67,4000;71,5000;70,0000;67,7000;67,5000
frost;73,1800;1,5315;72,0000;71,4000;74,8000;75,2000;72,5000
fog;73,5000;1,2915;72,9000;72,4000;72,1000;75,1000;75,0000
brightness;78,2400;0,7632;77,7000;77,7000;79,7000;78,3000;77,8000
contrast;76,4200;1,6278;76,3000;77,2000;73,4000;77,0000;78,2000
elastic_transform;69,3000;0,7155;68,8000;68,3000;70,2000;70,0000;69,2000
pixelate;66,8800;1,2797;68,4000;65,4000;67,7000;67,6000;65,3000
jpeg_compression;58,7400;1,7374;59,7000;56,2000;59,1000;61,2000;57,5000
speckle_noise;62,2600;2,3234;66,3000;59,6000;61,0000;63,2000;61,2000
gaussian_blur;69,2000;0,7348;69,2000;68,1000;70,4000;69,0000;69,3000
spatter;73,2400;2,0944;73,8000;71,4000;74,1000;76,4000;70,5000
saturate;74,4400;1,0707;73,7000;73,4000;74,7000;76,4000;74,0000
blue_noise;61,8400;0,4587;61,4000;61,9000;61,6000;61,6000;62,7000
brownish_noise;41,3800;1,9250;40,6000;38,2000;44,0000;42,2000;41,9000
checkerboard_cutout;65,3600;1,0819;63,6000;65,1000;65,1000;66,4000;66,6000
circular_motion_blur;73,9800;1,2057;75,1000;74,4000;75,3000;72,5000;72,6000
inverse_sparkles;41,3800;1,2007;40,1000;40,6000;41,4000;43,6000;41,2000
lines;52,3800;1,3934;51,2000;51,5000;54,8000;53,1000;51,3000
pinch_and_twirl;73,9200;0,9086;72,3000;75,0000;74,3000;73,7000;74,3000
ripple;63,5000;0,7266;63,9000;63,9000;63,5000;62,1000;64,1000
sparkles;65,8600;1,3002;64,5000;68,0000;65,7000;66,5000;64,6000
transverse_chromatic_abberation;49,9400;2,5633;48,0000;46,1000;51,4000;53,3000;50,9000
Acc_C-all-19;68,8684;0,7762;69,2000;67,9316;68,7368;70,1684;68,3053
Acc_C-original-15;68,6240;0,6936;68,7867;67,8800;68,3867;69,8800;68,1867
Acc_C-bar-10;58,9540;0,6148;58,0700;58,4700;59,7100;59,5000;59,0200
Acc_all-ex-pixelwise-noise-24;66,2450;0,6020;65,8208;65,5667;66,7000;67,1833;65,9542
RMSCE_C;0,0767;0,0051;0,0811;0,0834;0,0758;0,0694;0,0736
Combined_Noise;67,4460;0,9040;67,7200;66,6400;67,7900;68,8100;66,2700
