;config_131_avg
Standard_Acc;82,6200
RMSCE;0,0464
gaussian_noise;23,2000
shot_noise;32,8000
impulse_noise;29,2000
defocus_blur;71,6000
glass_blur;24,2000
motion_blur;66,0000
zoom_blur;63,8000
snow;62,0000
frost;74,0000
fog;67,8000
brightness;79,2000
contrast;60,4000
elastic_transform;72,0000
pixelate;56,8000
jpeg_compression;56,8000
speckle_noise;37,0000
gaussian_blur;52,8000
spatter;67,4000
saturate;70,8000
blue_noise;35,4000
brownish_noise;38,8000
checkerboard_cutout;58,8000
circular_motion_blur;72,0000
inverse_sparkles;34,6000
lines;49,4000
pinch_and_twirl;70,8000
ripple;64,6000
sparkles;58,4000
transverse_chromatic_abberation;40,6000
Acc_C-all-19;56,2000
Acc_C-original-15;55,9867
Acc_C-bar-10;52,3400
Acc_all-ex-pixelwise-noise-24;59,7333
RMSCE_C;0,2039
Combined_Noise;51,3600
