;config_39_avg
Standard_Acc;82,2500
RMSCE;0,0244
gaussian_noise;48,0820
shot_noise;56,3060
impulse_noise;65,4060
defocus_blur;77,0440
glass_blur;53,5000
motion_blur;70,5660
zoom_blur;74,4100
snow;69,5080
frost;63,4980
fog;74,4260
brightness;80,6080
contrast;76,7600
elastic_transform;71,1980
pixelate;56,2680
jpeg_compression;58,4580
speckle_noise;57,9840
gaussian_blur;75,0920
spatter;74,9000
saturate;75,7060
blue_noise;67,3340
brownish_noise;40,0040
checkerboard_cutout;66,6700
circular_motion_blur;75,7840
inverse_sparkles;38,8220
lines;53,0600
pinch_and_twirl;74,4860
ripple;60,8080
sparkles;67,1120
transverse_chromatic_abberation;45,7020
Acc_C-all-19;67,3537
Acc_C-original-15;66,4025
Acc_C-bar-10;58,9782
Acc_all-ex-pixelwise-noise-24;65,5996
RMSCE_C;0,0797
Combined_Noise;65,7900
