;config_204_avg
Standard_Acc;74,3700
RMSCE;0,0597
gaussian_noise;50,1600
shot_noise;53,5880
impulse_noise;21,0080
defocus_blur;67,7940
glass_blur;56,5580
motion_blur;64,0840
zoom_blur;65,5120
snow;63,7800
frost;65,1820
fog;66,3440
brightness;71,7700
contrast;57,4100
elastic_transform;65,1960
pixelate;67,4200
jpeg_compression;58,1880
speckle_noise;51,7320
gaussian_blur;64,6520
spatter;64,6920
saturate;66,5680
blue_noise;36,6980
brownish_noise;33,9220
checkerboard_cutout;55,3040
circular_motion_blur;65,5300
inverse_sparkles;44,5180
lines;50,3100
pinch_and_twirl;68,9840
ripple;62,0700
sparkles;59,0600
transverse_chromatic_abberation;49,8780
Acc_C-all-19;60,0862
Acc_C-original-15;59,5996
Acc_C-bar-10;52,6274
Acc_all-ex-pixelwise-noise-24;60,6136
RMSCE_C;0,1421
Combined_Noise;47,2600
