;config_227_avg
Standard_Acc;80,0100
RMSCE;0,0379
gaussian_noise;50,8280
shot_noise;55,3660
impulse_noise;32,9520
defocus_blur;71,1020
glass_blur;59,0460
motion_blur;67,9620
zoom_blur;68,8400
snow;67,8180
frost;69,3920
fog;70,8160
brightness;77,8940
contrast;62,6780
elastic_transform;69,4220
pixelate;68,7120
jpeg_compression;60,3360
speckle_noise;54,1060
gaussian_blur;65,6400
spatter;69,6860
saturate;71,9840
blue_noise;47,2760
brownish_noise;38,6100
checkerboard_cutout;59,3940
circular_motion_blur;72,3100
inverse_sparkles;46,3580
lines;54,1100
pinch_and_twirl;73,7500
ripple;63,9800
sparkles;63,7100
transverse_chromatic_abberation;51,6380
Acc_C-all-19;63,9253
Acc_C-original-15;63,5443
Acc_C-bar-10;57,1136
Acc_all-ex-pixelwise-noise-24;64,3828
RMSCE_C;0,0998
Combined_Noise;56,2200
