;config_207_avg
Standard_Acc;69,1900
RMSCE;0,0699
gaussian_noise;41,6500
shot_noise;48,0420
impulse_noise;17,8060
defocus_blur;66,0440
glass_blur;56,4800
motion_blur;61,6100
zoom_blur;63,8440
snow;57,5720
frost;61,2280
fog;63,4800
brightness;65,6840
contrast;55,0140
elastic_transform;62,1760
pixelate;65,3200
jpeg_compression;52,0360
speckle_noise;47,8360
gaussian_blur;64,3600
spatter;59,3540
saturate;63,2560
blue_noise;37,8700
brownish_noise;28,9040
checkerboard_cutout;51,7400
circular_motion_blur;57,3340
inverse_sparkles;43,0180
lines;44,5580
pinch_and_twirl;64,7400
ripple;59,5440
sparkles;53,8320
transverse_chromatic_abberation;48,2980
Acc_C-all-19;56,4627
Acc_C-original-15;55,8657
Acc_C-bar-10;48,9838
Acc_all-ex-pixelwise-noise-24;57,0594
RMSCE_C;0,1512
Combined_Noise;45,0600
