;config_233_avg
Standard_Acc;80,3200
RMSCE;0,0279
gaussian_noise;51,0480
shot_noise;55,2620
impulse_noise;29,3140
defocus_blur;72,6060
glass_blur;59,6000
motion_blur;69,2080
zoom_blur;69,9560
snow;68,8260
frost;70,4880
fog;71,4420
brightness;77,5040
contrast;64,2580
elastic_transform;70,0240
pixelate;70,4160
jpeg_compression;61,0560
speckle_noise;53,4180
gaussian_blur;67,9940
spatter;70,1800
saturate;71,9820
blue_noise;47,6660
brownish_noise;37,9280
checkerboard_cutout;59,8580
circular_motion_blur;71,8320
inverse_sparkles;47,4180
lines;54,1200
pinch_and_twirl;73,7060
ripple;64,7360
sparkles;63,7260
transverse_chromatic_abberation;52,7820
Acc_C-all-19;64,4517
Acc_C-original-15;64,0672
Acc_C-bar-10;57,3772
Acc_all-ex-pixelwise-noise-24;65,0686
RMSCE_C;0,0894
Combined_Noise;53,7900
