;config_267_avg
Standard_Acc;79,9900
RMSCE;0,0335
gaussian_noise;51,3160
shot_noise;55,1440
impulse_noise;31,6440
defocus_blur;70,7300
glass_blur;58,7820
motion_blur;67,3060
zoom_blur;68,1360
snow;67,4720
frost;69,6320
fog;70,3140
brightness;77,7500
contrast;60,7540
elastic_transform;69,4200
pixelate;68,5460
jpeg_compression;61,1000
speckle_noise;53,2460
gaussian_blur;65,1060
spatter;69,3660
saturate;71,3840
blue_noise;46,2820
brownish_noise;39,8440
checkerboard_cutout;58,8360
circular_motion_blur;71,4640
inverse_sparkles;46,1420
lines;51,9160
pinch_and_twirl;73,4820
ripple;63,2620
sparkles;63,1520
transverse_chromatic_abberation;49,5480
Acc_C-all-19;63,5341
Acc_C-original-15;63,2031
Acc_C-bar-10;56,3928
Acc_all-ex-pixelwise-noise-24;63,8935
RMSCE_C;0,0938
Combined_Noise;55,8800
