;config_178_avg
Standard_Acc;80,5900
RMSCE;0,0382
gaussian_noise;48,6740
shot_noise;53,7180
impulse_noise;30,3360
defocus_blur;72,0480
glass_blur;58,2260
motion_blur;68,6640
zoom_blur;69,2440
snow;68,3100
frost;69,6100
fog;71,9980
brightness;77,7440
contrast;63,0920
elastic_transform;70,5280
pixelate;69,3520
jpeg_compression;60,3980
speckle_noise;53,1380
gaussian_blur;66,7460
spatter;70,2860
saturate;72,4900
blue_noise;43,7060
brownish_noise;39,7740
checkerboard_cutout;61,4980
circular_motion_blur;71,7800
inverse_sparkles;48,0040
lines;54,3600
pinch_and_twirl;74,2980
ripple;64,3880
sparkles;63,9420
transverse_chromatic_abberation;52,2420
Acc_C-all-19;63,9264
Acc_C-original-15;63,4628
Acc_C-bar-10;57,3992
Acc_all-ex-pixelwise-noise-24;64,9592
RMSCE_C;0,1162
Combined_Noise;54,2400
