;config_21_avg;config_21_std;config_21_run_0;config_21_run_1;config_21_run_2
Standard_Acc;81,5667;0,1821;81,4800;81,4000;81,8200
RMSCE;0,0141;0,0007;0,0137;0,0136;0,0151
gaussian_noise;70,4920;0,3601;70,4900;70,0520;70,9340
shot_noise;73,2393;0,3996;73,1180;72,8220;73,7780
impulse_noise;80,5600;0,3037;80,2120;80,5160;80,9520
defocus_blur;75,6113;0,5998;74,8340;75,7060;76,2940
glass_blur;57,6960;1,7179;57,4840;55,7060;59,8980
motion_blur;69,5933;0,8522;68,7320;69,2940;70,7540
zoom_blur;73,1133;0,6788;72,2120;73,2780;73,8500
snow;69,8473;0,9378;69,4980;68,9140;71,1300
frost;66,5367;0,9265;66,1420;65,6520;67,8160
fog;73,1020;0,4904;72,4120;73,3860;73,5080
brightness;79,9967;0,0845;80,1120;79,9660;79,9120
contrast;75,0353;0,4954;74,3760;75,1600;75,5700
elastic_transform;70,7687;0,4973;70,2960;70,5540;71,4560
pixelate;60,5727;1,2773;62,3220;59,3080;60,0880
jpeg_compression;60,1847;1,2718;60,7200;58,4300;61,4040
speckle_noise;73,8707;0,4439;73,7260;73,4140;74,4720
gaussian_blur;73,2107;0,8169;72,1180;73,4320;74,0820
spatter;76,0353;0,3072;75,7600;75,8820;76,4640
saturate;74,4373;0,1481;74,5760;74,5040;74,2320
blue_noise;78,0053;0,3267;77,6100;78,4100;77,9960
brownish_noise;40,7033;0,9628;40,9940;41,7100;39,4060
checkerboard_cutout;69,1180;0,3267;69,3860;68,6580;69,3100
circular_motion_blur;75,7173;0,2447;75,5040;75,5880;76,0600
inverse_sparkles;41,3100;1,5864;40,7260;39,7260;43,4780
lines;56,7987;0,6249;56,3800;56,3340;57,6820
pinch_and_twirl;74,9107;0,4936;74,5100;74,6160;75,6060
ripple;63,3687;1,0329;64,7840;62,9740;62,3480
sparkles;67,1580;0,8354;66,2120;67,0180;68,2440
transverse_chromatic_abberation;42,6993;1,2884;41,3280;44,4240;42,3460
Acc_C-all-19;71,2581;0,4772;71,0074;70,8408;71,9260
Acc_C-original-15;70,4233;0,5308;70,1973;69,9163;71,1563
Acc_C-bar-10;60,9789;0,2072;60,7434;60,9458;61,2476
Acc_all-ex-pixelwise-noise-24;66,1469;0,3957;65,8924;65,8425;66,7057
RMSCE_C;0,0524;0,0061;0,0438;0,0569;0,0565
Combined_Noise;76,2200;0,4500;76,1800;75,6900;76,7900
