;config_118_avg
Standard_Acc;75,1600
RMSCE;0,0330
gaussian_noise;25,6000
shot_noise;39,5000
impulse_noise;35,3000
defocus_blur;68,4000
glass_blur;39,8000
motion_blur;62,3000
zoom_blur;64,0000
snow;58,7000
frost;64,5000
fog;57,6000
brightness;68,4000
contrast;49,3000
elastic_transform;65,6000
pixelate;59,1000
jpeg_compression;57,5000
speckle_noise;41,3000
gaussian_blur;55,7000
spatter;64,2000
saturate;60,8000
blue_noise;40,9000
brownish_noise;28,0000
checkerboard_cutout;55,4000
circular_motion_blur;66,0000
inverse_sparkles;32,4000
lines;45,1000
pinch_and_twirl;67,0000
ripple;63,3000
sparkles;50,1000
transverse_chromatic_abberation;42,4000
Acc_C-all-19;54,6105
Acc_C-original-15;54,3733
Acc_C-bar-10;49,0600
Acc_all-ex-pixelwise-noise-24;56,0667
RMSCE_C;0,1307
Combined_Noise;48,8200
