;config_161_avg
Standard_Acc;74,5300
RMSCE;0,0187
gaussian_noise;49,3460
shot_noise;52,3560
impulse_noise;56,5880
defocus_blur;70,3960
glass_blur;58,6060
motion_blur;67,0360
zoom_blur;68,9080
snow;64,7580
frost;66,2840
fog;66,6480
brightness;71,4920
contrast;63,5500
elastic_transform;66,6720
pixelate;69,7260
jpeg_compression;60,2240
speckle_noise;50,2700
gaussian_blur;68,3480
spatter;64,8020
saturate;68,3920
blue_noise;55,3840
brownish_noise;35,4660
checkerboard_cutout;53,4780
circular_motion_blur;63,1280
inverse_sparkles;45,3440
lines;49,5940
pinch_and_twirl;69,2540
ripple;62,9780
sparkles;56,8580
transverse_chromatic_abberation;55,7920
Acc_C-all-19;63,3896
Acc_C-original-15;63,5060
Acc_C-bar-10;54,7276
Acc_all-ex-pixelwise-noise-24;61,9889
RMSCE_C;0,0469
Combined_Noise;47,6700
