;config_348_avg;config_348_std;config_348_run_0;config_348_run_1;config_348_run_2;config_348_run_3;config_348_run_4
Standard_Acc;33,2720;40,7497;0,0000;0,0000;0,0000;83,2200;83,1400
RMSCE;0,0093;0,0114;0,0000;0,0000;0,0000;0,0222;0,0242
gaussian_noise;23,3600;28,7056;0,0000;0,0000;0,0000;62,1000;54,7000
shot_noise;24,5800;30,1474;0,0000;0,0000;0,0000;64,0000;58,9000
impulse_noise;26,6600;32,6646;0,0000;0,0000;0,0000;68,1000;65,2000
defocus_blur;31,5200;38,6042;0,0000;0,0000;0,0000;79,0000;78,6000
glass_blur;25,3600;31,1524;0,0000;0,0000;0,0000;67,2000;59,6000
motion_blur;28,5000;34,9142;0,0000;0,0000;0,0000;72,5000;70,0000
zoom_blur;30,0800;36,8599;0,0000;0,0000;0,0000;73,3000;77,1000
snow;27,7800;34,0277;0,0000;0,0000;0,0000;70,3000;68,6000
frost;30,7000;37,6094;0,0000;0,0000;0,0000;78,1000;75,4000
fog;30,5000;37,3554;0,0000;0,0000;0,0000;76,6000;75,9000
brightness;32,3800;39,6574;0,0000;0,0000;0,0000;80,8000;81,1000
contrast;31,3800;38,4434;0,0000;0,0000;0,0000;79,9000;77,0000
elastic_transform;28,4600;34,8738;0,0000;0,0000;0,0000;72,9000;69,4000
pixelate;25,4800;31,2143;0,0000;0,0000;0,0000;62,6000;64,8000
jpeg_compression;24,2600;29,7246;0,0000;0,0000;0,0000;62,0000;59,3000
speckle_noise;24,9800;30,6435;0,0000;0,0000;0,0000;65,2000;59,7000
gaussian_blur;28,4400;34,8464;0,0000;0,0000;0,0000;72,7000;69,5000
spatter;30,0000;36,7515;0,0000;0,0000;0,0000;76,3000;73,7000
saturate;30,8400;37,7830;0,0000;0,0000;0,0000;78,6000;75,6000
blue_noise;26,9400;32,9948;0,0000;0,0000;0,0000;67,2000;67,5000
brownish_noise;17,6600;21,6290;0,0000;0,0000;0,0000;44,1000;44,2000
checkerboard_cutout;27,3400;33,4853;0,0000;0,0000;0,0000;68,7000;68,0000
circular_motion_blur;29,6000;36,2533;0,0000;0,0000;0,0000;73,6000;74,4000
inverse_sparkles;17,6400;21,6345;0,0000;0,0000;0,0000;45,9000;42,3000
lines;21,3800;26,2141;0,0000;0,0000;0,0000;55,4000;51,5000
pinch_and_twirl;30,6200;37,5033;0,0000;0,0000;0,0000;77,1000;76,0000
ripple;26,4400;32,3853;0,0000;0,0000;0,0000;65,4000;66,8000
sparkles;27,8600;34,1226;0,0000;0,0000;0,0000;70,1000;69,2000
transverse_chromatic_abberation;20,4800;25,1695;0,0000;0,0000;0,0000;54,5000;47,9000
Acc_C-all-19;28,1716;34,5123;0,0000;0,0000;0,0000;71,6947;69,1632
Acc_C-original-15;28,0667;34,3819;0,0000;0,0000;0,0000;71,2933;69,0400
Acc_C-bar-10;24,5960;30,1272;0,0000;0,0000;0,0000;62,2000;60,7800
Acc_all-ex-pixelwise-noise-24;27,2792;33,4145;0,0000;0,0000;0,0000;69,0667;67,3292
RMSCE_C;0,0343;0,0421;0,0000;0,0000;0,0000;0,0810;0,0904
Combined_Noise;27,9220;34,2085;0,0000;0,0000;0,0000;71,1900;68,4200
