;config_547_avg
Standard_Acc;82,2200
RMSCE;0,0224
gaussian_noise;61,6460
shot_noise;65,7420
impulse_noise;68,4240
defocus_blur;77,2400
glass_blur;63,4740
motion_blur;72,1980
zoom_blur;74,8060
snow;72,3640
frost;72,2260
fog;75,8860
brightness;80,8060
contrast;77,1700
elastic_transform;72,3860
pixelate;69,3460
jpeg_compression;62,1000
speckle_noise;66,1540
gaussian_blur;74,5960
spatter;75,0320
saturate;76,5060
blue_noise;65,7100
brownish_noise;45,1740
checkerboard_cutout;68,0280
circular_motion_blur;76,0520
inverse_sparkles;45,3980
lines;55,5760
pinch_and_twirl;75,4820
ripple;65,8280
sparkles;68,3340
transverse_chromatic_abberation;54,2540
Acc_C-all-19;71,4791
Acc_C-original-15;71,0543
Acc_C-bar-10;61,9836
Acc_all-ex-pixelwise-noise-24;68,7609
RMSCE_C;0,0589
Combined_Noise;70,1000
