;config_362_avg;config_362_std;config_362_run_0;config_362_run_1;config_362_run_2;config_362_run_3;config_362_run_4
Standard_Acc;89,5060;5,6881;94,1600;94,2300;94,0600;82,4700;82,6100
RMSCE;0,0553;0,0282;0,0780;0,0717;0,0844;0,0180;0,0246
gaussian_noise;64,5400;4,4446;69,7000;69,0000;64,8000;60,9000;58,3000
shot_noise;67,7400;5,6372;73,0000;74,7000;67,9000;63,3000;59,8000
impulse_noise;70,0800;4,2216;75,8000;72,3000;71,4000;63,6000;67,3000
defocus_blur;83,6000;5,1583;86,5000;88,3000;88,5000;77,8000;76,9000
glass_blur;68,5400;4,5063;73,7000;72,4000;69,7000;65,3000;61,6000
motion_blur;79,3400;5,6415;83,3000;84,6000;83,9000;72,3000;72,6000
zoom_blur;82,0200;4,9199;84,9000;86,0000;86,7000;74,2000;78,3000
snow;76,3800;5,9280;80,6000;81,9000;81,1000;69,7000;68,6000
frost;82,1800;5,4657;87,0000;84,0000;88,4000;76,6000;74,9000
fog;82,3000;4,5848;85,7000;85,8000;86,6000;76,9000;76,5000
brightness;87,7000;5,5516;91,7000;91,6000;93,3000;80,5000;81,4000
contrast;83,2200;4,5437;86,0000;87,1000;87,6000;77,3000;78,1000
elastic_transform;77,3600;5,5777;81,4000;81,3000;82,9000;71,5000;69,7000
pixelate;73,6400;6,4320;79,9000;80,0000;76,2000;67,7000;64,4000
jpeg_compression;65,0200;3,8979;70,3000;66,7000;67,1000;60,7000;60,3000
speckle_noise;69,1600;5,4198;77,9000;71,4000;69,5000;64,3000;62,7000
gaussian_blur;76,5600;5,7308;79,3000;79,5000;84,2000;70,6000;69,2000
spatter;81,4000;5,2440;86,9000;83,7000;86,0000;76,6000;73,8000
saturate;83,2000;5,4446;88,0000;87,4000;87,5000;77,1000;76,0000
blue_noise;68,7200;4,0489;74,5000;67,5000;72,3000;63,9000;65,4000
brownish_noise;46,5800;2,6977;47,2000;44,7000;51,3000;46,3000;43,4000
checkerboard_cutout;73,0400;4,6198;75,7000;75,7000;78,7000;67,2000;67,9000
circular_motion_blur;81,9600;6,3386;87,2000;86,9000;87,3000;74,0000;74,4000
inverse_sparkles;47,4400;2,1294;48,4000;50,6000;48,0000;45,6000;44,6000
lines;60,0200;4,0226;62,7000;62,8000;64,3000;55,5000;54,8000
pinch_and_twirl;82,5400;5,2496;86,2000;87,2000;87,0000;75,4000;76,9000
ripple;69,9600;5,5033;71,5000;75,9000;75,4000;64,1000;62,9000
sparkles;74,3000;5,6921;77,2000;80,6000;78,5000;69,4000;65,8000
transverse_chromatic_abberation;56,8200;4,0266;58,3000;56,4000;63,6000;53,9000;51,9000
Acc_C-all-19;76,5253;4,9739;81,1368;80,4053;80,1737;70,8895;70,0211
Acc_C-original-15;76,2440;4,9205;80,6333;80,3800;79,7400;70,5533;69,9133
Acc_C-bar-10;66,1380;4,1186;68,8900;68,8300;70,6400;61,5300;60,8000
Acc_all-ex-pixelwise-noise-24;73,9633;4,7700;77,4833;77,5458;78,4917;68,5917;67,7042
RMSCE_C;0,0710;0,0026;0,0691;0,0692;0,0722;0,0691;0,0756
Combined_Noise;75,2380;4,8660;80,6400;79,1100;77,5700;70,2800;68,5900
