;config_319_avg;config_319_std;config_319_run_0;config_319_run_1;config_319_run_2
Standard_Acc;81,9233;0,1482;82,0900;81,9500;81,7300
RMSCE;0,0143;0,0009;0,0152;0,0148;0,0131
gaussian_noise;58,6040;1,1328;59,0360;57,0520;59,7240
shot_noise;62,8327;0,7918;63,2260;61,7280;63,5440
impulse_noise;65,7347;1,4307;66,2520;63,7820;67,1700
defocus_blur;77,2327;0,3991;77,7680;76,8100;77,1200
glass_blur;62,5893;0,7149;61,7760;62,4760;63,5160
motion_blur;71,3447;0,5529;71,9280;70,6020;71,5040
zoom_blur;74,3967;0,4060;74,9660;74,0480;74,1760
snow;70,5660;0,1225;70,4180;70,5620;70,7180
frost;70,1080;0,2386;69,7780;70,3340;70,2120
fog;75,0093;0,2222;75,2660;74,7240;75,0380
brightness;80,4173;0,1649;80,6180;80,4200;80,2140
contrast;77,0900;0,1383;77,2180;77,1540;76,8980
elastic_transform;71,5560;0,6003;72,1940;70,7520;71,7220
pixelate;63,2747;1,5029;62,1920;65,4000;62,2320
jpeg_compression;59,0593;0,4328;59,5960;59,0460;58,5360
speckle_noise;63,4087;0,5402;63,8500;62,6480;63,7280
gaussian_blur;75,4807;0,5134;76,1760;74,9520;75,3140
spatter;74,2413;0,2613;73,9180;74,2480;74,5580
saturate;75,6927;0,0743;75,7840;75,6020;75,6920
blue_noise;65,9293;0,1537;65,7840;65,8620;66,1420
brownish_noise;43,5233;0,4563;44,1600;43,1140;43,2960
checkerboard_cutout;67,3487;0,1078;67,2160;67,4800;67,3500
circular_motion_blur;75,7753;0,1533;75,5980;75,7560;75,9720
inverse_sparkles;43,0953;0,4441;42,4680;43,3840;43,4340
lines;53,2080;0,3325;52,8560;53,6540;53,1140
pinch_and_twirl;74,8467;0,4463;75,3600;74,2720;74,9080
ripple;63,0147;0,7166;62,5160;64,0280;62,5000
sparkles;67,2100;0,1448;67,0100;67,2720;67,3480
transverse_chromatic_abberation;51,1120;1,1783;52,7260;49,9460;50,6640
Acc_C-all-19;69,9284;0,2345;70,1032;69,5968;70,0851
Acc_C-original-15;69,3210;0,2322;69,4821;68,9927;69,4883
Acc_C-bar-10;60,5063;0,0446;60,5694;60,4768;60,4728
Acc_all-ex-pixelwise-noise-24;67,3830;0,0682;67,4794;67,3348;67,3348
RMSCE_C;0,0432;0,0033;0,0399;0,0477;0,0420
Combined_Noise;69,1167;0,1537;69,2100;68,9000;69,2400
