;config_479_avg
Standard_Acc;80,8600
RMSCE;0,0214
gaussian_noise;70,8220
shot_noise;73,4180
impulse_noise;80,0340
defocus_blur;70,8740
glass_blur;61,0300
motion_blur;67,5800
zoom_blur;67,9020
snow;69,4200
frost;71,8980
fog;70,0240
brightness;78,5500
contrast;60,4700
elastic_transform;70,3140
pixelate;70,9000
jpeg_compression;65,4260
speckle_noise;73,6700
gaussian_blur;65,2720
spatter;73,2560
saturate;71,4580
blue_noise;59,8940
brownish_noise;38,8520
checkerboard_cutout;63,0080
circular_motion_blur;71,8960
inverse_sparkles;48,1240
lines;58,1720
pinch_and_twirl;75,4660
ripple;65,9480
sparkles;64,4940
transverse_chromatic_abberation;44,8140
Acc_C-all-19;70,1220
Acc_C-original-15;69,9108
Acc_C-bar-10;59,0668
Acc_all-ex-pixelwise-noise-24;65,2145
RMSCE_C;0,0616
Combined_Noise;76,0000
