;config_270_avg
Standard_Acc;79,7500
RMSCE;0,0295
gaussian_noise;51,2860
shot_noise;56,1720
impulse_noise;30,5940
defocus_blur;71,4740
glass_blur;60,1880
motion_blur;68,7520
zoom_blur;69,2280
snow;68,5080
frost;70,2940
fog;71,3060
brightness;77,5560
contrast;63,0140
elastic_transform;69,8860
pixelate;71,1580
jpeg_compression;61,8720
speckle_noise;54,7880
gaussian_blur;66,4240
spatter;69,9320
saturate;71,8540
blue_noise;43,9420
brownish_noise;38,2980
checkerboard_cutout;58,9580
circular_motion_blur;71,9580
inverse_sparkles;46,9940
lines;53,1680
pinch_and_twirl;73,4820
ripple;65,7740
sparkles;63,3200
transverse_chromatic_abberation;50,9760
Acc_C-all-19;64,4361
Acc_C-original-15;64,0859
Acc_C-bar-10;56,6870
Acc_all-ex-pixelwise-noise-24;64,7656
RMSCE_C;0,0842
Combined_Noise;52,7700
