;config_206_avg
Standard_Acc;72,8300
RMSCE;0,0657
gaussian_noise;47,7080
shot_noise;51,8000
impulse_noise;19,9520
defocus_blur;68,5320
glass_blur;57,2460
motion_blur;65,1900
zoom_blur;66,9480
snow;62,7060
frost;65,0020
fog;65,9640
brightness;70,2420
contrast;57,6940
elastic_transform;65,4660
pixelate;65,8360
jpeg_compression;56,9320
speckle_noise;50,5560
gaussian_blur;66,2860
spatter;64,1220
saturate;66,0980
blue_noise;39,1080
brownish_noise;33,9280
checkerboard_cutout;55,1480
circular_motion_blur;62,9900
inverse_sparkles;45,3140
lines;49,0640
pinch_and_twirl;68,3700
ripple;60,1160
sparkles;57,9260
transverse_chromatic_abberation;50,8620
Acc_C-all-19;59,6989
Acc_C-original-15;59,1479
Acc_C-bar-10;52,2826
Acc_all-ex-pixelwise-noise-24;60,3326
RMSCE_C;0,1393
Combined_Noise;46,7100
