;config_69_avg
Standard_Acc;82,4500
RMSCE;0,0303
gaussian_noise;71,4120
shot_noise;74,2360
impulse_noise;81,3080
defocus_blur;76,5240
glass_blur;57,1920
motion_blur;69,9180
zoom_blur;73,9100
snow;69,9880
frost;66,2900
fog;73,9860
brightness;80,9240
contrast;76,0120
elastic_transform;71,2040
pixelate;60,5200
jpeg_compression;60,4980
speckle_noise;74,6580
gaussian_blur;73,7920
spatter;76,6920
saturate;75,6680
blue_noise;78,1620
brownish_noise;43,8480
checkerboard_cutout;69,6480
circular_motion_blur;76,7460
inverse_sparkles;41,7380
lines;57,8740
pinch_and_twirl;75,0820
ripple;64,2280
sparkles;68,6920
transverse_chromatic_abberation;43,7500
Acc_C-all-19;71,8280
Acc_C-original-15;70,9281
Acc_C-bar-10;61,9768
Acc_all-ex-pixelwise-noise-24;66,8635
RMSCE_C;0,0760
Combined_Noise;77,1900
