;config_588_avg
Standard_Acc;58,1600
RMSCE;0,1222
gaussian_noise;50,1400
shot_noise;51,8620
impulse_noise;39,1380
defocus_blur;51,5000
glass_blur;50,1500
motion_blur;47,6320
zoom_blur;50,1600
snow;48,0520
frost;40,5880
fog;31,4620
brightness;50,1480
contrast;22,8940
elastic_transform;50,1740
pixelate;55,4660
jpeg_compression;54,5700
speckle_noise;51,0320
gaussian_blur;49,2660
spatter;51,9000
saturate;44,3800
blue_noise;38,6380
brownish_noise;29,9980
checkerboard_cutout;44,5920
circular_motion_blur;49,1160
inverse_sparkles;31,0260
lines;45,8080
pinch_and_twirl;55,2480
ripple;51,0680
sparkles;38,8000
transverse_chromatic_abberation;42,1080
Acc_C-all-19;46,8692
Acc_C-original-15;46,2624
Acc_C-bar-10;42,6402
Acc_all-ex-pixelwise-noise-24;45,2544
RMSCE_C;0,0782
Adversarial_accuracy_autoattack;0,1740
Mean_adv_distance_autoattack);0,0125
Combined_Noise;51,7300
