;config_199_avg;config_199_std;config_199_run_0;config_199_run_1;config_199_run_2
Standard_Acc;75,8400;0,2780;76,2100;75,5400;75,7700
RMSCE;0,0688;0,0040;0,0632;0,0708;0,0725
gaussian_noise;49,8153;1,3411;50,9760;50,5340;47,9360
shot_noise;54,4593;1,1395;55,3840;55,1400;52,8540
impulse_noise;32,1733;2,5732;34,4580;28,5780;33,4840
defocus_blur;65,0527;0,6136;65,7520;64,2580;65,1480
glass_blur;55,3773;0,4264;55,9080;54,8640;55,3600
motion_blur;61,1967;0,5856;61,9500;60,5220;61,1180
zoom_blur;61,7213;0,7546;62,6560;60,8080;61,7000
snow;63,2160;0,2030;63,5020;63,0940;63,0520
frost;65,2387;0,3538;65,6440;64,7820;65,2900
fog;65,2920;0,4818;65,9180;64,7460;65,2120
brightness;73,4633;0,1911;73,7320;73,3540;73,3040
contrast;55,0847;0,6121;55,9500;54,6300;54,6740
elastic_transform;64,1227;0,5366;64,7560;63,4440;64,1680
pixelate;63,7507;0,6542;64,5400;63,7740;62,9380
jpeg_compression;57,0993;0,4622;57,5500;57,2840;56,4640
speckle_noise;53,3853;0,8843;54,2660;53,7140;52,1760
gaussian_blur;59,2087;0,9154;60,1540;57,9700;59,5020
spatter;65,7080;0,1697;65,4860;65,8980;65,7400
saturate;66,6393;0,1678;66,8680;66,4700;66,5800
blue_noise;42,0913;0,8790;40,9680;43,1140;42,1920
brownish_noise;36,1920;0,5438;36,9600;35,8420;35,7740
checkerboard_cutout;55,8253;0,7855;56,1540;56,5800;54,7420
circular_motion_blur;67,1900;0,2135;66,9380;67,4600;67,1720
inverse_sparkles;44,1833;0,4822;44,5500;43,5020;44,4980
lines;50,5860;0,3026;50,1840;50,9140;50,6600
pinch_and_twirl;69,7227;0,3267;70,1180;69,3180;69,7320
ripple;60,1480;1,0358;60,2720;61,3500;58,8220
sparkles;59,7513;0,3452;59,8500;59,2880;60,1160
transverse_chromatic_abberation;44,1067;0,6999;44,8600;43,1740;44,2860
Acc_C-all-19;59,5792;0,5041;60,2868;59,1507;59,3000
Acc_C-original-15;59,1376;0,5530;59,9117;58,6541;58,8468
Acc_C-bar-10;52,9797;0,1281;53,0854;53,0542;52,7994
Acc_all-ex-pixelwise-noise-24;59,5782;0,3092;60,0105;59,3053;59,4188
RMSCE_C;0,1482;0,0054;0,1415;0,1485;0,1546
Combined_Noise;55,0867;0,6761;55,8400;55,2200;54,2000
