;config_224_avg
Standard_Acc;80,4500
RMSCE;0,0399
gaussian_noise;52,3460
shot_noise;56,8760
impulse_noise;35,0040
defocus_blur;71,0300
glass_blur;59,0980
motion_blur;67,3500
zoom_blur;68,0260
snow;68,6240
frost;70,1280
fog;71,0040
brightness;77,9220
contrast;62,3080
elastic_transform;69,4520
pixelate;69,9540
jpeg_compression;60,8340
speckle_noise;55,3240
gaussian_blur;65,6180
spatter;70,2500
saturate;72,0420
blue_noise;44,1720
brownish_noise;37,1000
checkerboard_cutout;60,0500
circular_motion_blur;72,1960
inverse_sparkles;46,9040
lines;54,5980
pinch_and_twirl;73,8540
ripple;64,6000
sparkles;63,7340
transverse_chromatic_abberation;48,8880
Acc_C-all-19;64,3784
Acc_C-original-15;63,9971
Acc_C-bar-10;56,6096
Acc_all-ex-pixelwise-noise-24;64,3985
RMSCE_C;0,1091
Combined_Noise;58,5000
