;config_499_avg;config_499_std;config_499_run_0;config_499_run_1;config_499_run_2
Standard_Acc;82,4067;0,0685;82,4500;82,4600;82,3100
RMSCE;0,0151;0,0021;0,0175;0,0123;0,0154
gaussian_noise;61,5973;1,3282;63,0680;59,8500;61,8740
shot_noise;66,8187;0,8245;67,7740;65,7620;66,9200
impulse_noise;79,6187;0,1066;79,6420;79,7360;79,4780
defocus_blur;74,1373;0,1570;74,3580;74,0060;74,0480
glass_blur;55,1080;0,9632;54,3020;54,5600;56,4620
motion_blur;66,9307;0,4266;66,3960;66,9560;67,4400
zoom_blur;71,0520;0,1445;71,0500;71,2300;70,8760
snow;72,0220;0,4078;71,7600;71,7080;72,5980
frost;65,4140;1,0000;64,8740;64,5520;66,8160
fog;73,4460;0,1598;73,5320;73,2220;73,5840
brightness;80,5573;0,1192;80,4440;80,7220;80,5060
contrast;74,0773;0,3031;73,6980;74,4400;74,0940
elastic_transform;69,7887;0,1701;69,5520;69,9440;69,8700
pixelate;53,1633;0,0959;53,2900;53,0580;53,1420
jpeg_compression;55,5907;0,9161;55,8680;54,3560;56,5480
speckle_noise;68,0627;0,6015;68,6820;67,2480;68,2580
gaussian_blur;70,5367;0,0612;70,6040;70,4560;70,5500
spatter;78,4413;0,0836;78,4160;78,3540;78,5540
saturate;74,4793;0,2377;74,4300;74,7920;74,2160
blue_noise;76,8307;0,1446;76,8380;76,6500;77,0040
brownish_noise;42,9933;0,7169;42,6220;43,9960;42,3620
checkerboard_cutout;74,7273;0,0539;74,7460;74,6540;74,7820
circular_motion_blur;78,1733;0,0905;78,1500;78,0760;78,2940
inverse_sparkles;44,2027;0,6850;43,3020;44,3440;44,9620
lines;61,3360;0,4869;60,6760;61,8360;61,4960
pinch_and_twirl;75,6533;0,3093;75,2220;75,9320;75,8060
ripple;61,8147;1,4372;63,8020;60,4520;61,1900
sparkles;70,5353;0,4391;70,4720;70,0320;71,1020
transverse_chromatic_abberation;38,7913;1,0774;38,6960;40,1560;37,5220
Acc_C-all-19;68,9917;0,2362;69,0389;68,6817;69,2544
Acc_C-original-15;67,9548;0,2767;67,9739;67,6068;68,2837
Acc_C-bar-10;62,5058;0,0757;62,4526;62,6128;62,4520
Acc_all-ex-pixelwise-noise-24;65,9572;0,1165;65,8443;65,9097;66,1175
RMSCE_C;0,0470;0,0029;0,0429;0,0488;0,0494
Combined_Noise;74,0500;0,4384;74,6400;73,5900;73,9200
