;config_174_avg
Standard_Acc;80,8100
RMSCE;0,0493
gaussian_noise;50,5980
shot_noise;55,6580
impulse_noise;38,2680
defocus_blur;69,4000
glass_blur;56,1260
motion_blur;66,1780
zoom_blur;65,9020
snow;66,7600
frost;69,0680
fog;70,2980
brightness;78,1400
contrast;60,6500
elastic_transform;68,7220
pixelate;64,6620
jpeg_compression;57,8920
speckle_noise;55,0260
gaussian_blur;62,4800
spatter;70,2780
saturate;71,4920
blue_noise;47,5700
brownish_noise;38,7720
checkerboard_cutout;61,2520
circular_motion_blur;73,0580
inverse_sparkles;45,8420
lines;53,6700
pinch_and_twirl;73,8600
ripple;62,1160
sparkles;63,2140
transverse_chromatic_abberation;45,4740
Acc_C-all-19;63,0315
Acc_C-original-15;62,5548
Acc_C-bar-10;56,4828
Acc_all-ex-pixelwise-noise-24;63,1378
RMSCE_C;0,1307
Combined_Noise;60,2800
