;config_232_avg
Standard_Acc;80,0200
RMSCE;0,0279
gaussian_noise;51,3560
shot_noise;55,7240
impulse_noise;27,8720
defocus_blur;70,8680
glass_blur;60,2740
motion_blur;68,1760
zoom_blur;68,3080
snow;68,5300
frost;69,8880
fog;70,8380
brightness;77,5440
contrast;62,8720
elastic_transform;69,8560
pixelate;69,1880
jpeg_compression;61,7680
speckle_noise;54,1840
gaussian_blur;65,2960
spatter;70,7380
saturate;72,0700
blue_noise;46,8540
brownish_noise;40,6760
checkerboard_cutout;60,0660
circular_motion_blur;71,2440
inverse_sparkles;46,8820
lines;53,2180
pinch_and_twirl;74,0500
ripple;62,9220
sparkles;63,6520
transverse_chromatic_abberation;50,8740
Acc_C-all-19;63,9658
Acc_C-original-15;63,5375
Acc_C-bar-10;57,0438
Acc_all-ex-pixelwise-noise-24;64,5749
RMSCE_C;0,0877
Combined_Noise;52,8000
