;config_500_avg
Standard_Acc;82,3900
RMSCE;0,4087
gaussian_noise;67,6200
shot_noise;71,8180
impulse_noise;80,5160
defocus_blur;74,2560
glass_blur;55,6680
motion_blur;69,1320
zoom_blur;71,6760
snow;72,5940
frost;66,0000
fog;74,2620
brightness;80,0100
contrast;71,8120
elastic_transform;71,8340
pixelate;57,7440
jpeg_compression;60,3580
speckle_noise;72,5100
gaussian_blur;70,4520
spatter;78,4080
saturate;73,5400
blue_noise;76,4980
brownish_noise;42,5840
checkerboard_cutout;73,9800
circular_motion_blur;78,5360
inverse_sparkles;46,6520
lines;63,9160
pinch_and_twirl;76,5660
ripple;65,3640
sparkles;71,5440
transverse_chromatic_abberation;38,6640
Acc_C-all-19;70,5374
Acc_C-original-15;69,6867
Acc_C-bar-10;63,4304
Acc_all-ex-pixelwise-noise-24;66,8980
RMSCE_C;0,3606
Combined_Noise;75,8100
