;config_261_avg
Standard_Acc;80,2500
RMSCE;0,0375
gaussian_noise;50,7540
shot_noise;55,4220
impulse_noise;33,1540
defocus_blur;69,8040
glass_blur;58,2780
motion_blur;66,6260
zoom_blur;66,5840
snow;67,3840
frost;69,8880
fog;70,2320
brightness;77,9900
contrast;61,2920
elastic_transform;68,9760
pixelate;67,3040
jpeg_compression;60,1480
speckle_noise;53,9440
gaussian_blur;63,2460
spatter;69,1500
saturate;71,2120
blue_noise;45,8860
brownish_noise;38,8420
checkerboard_cutout;59,0840
circular_motion_blur;71,2740
inverse_sparkles;45,6200
lines;52,7440
pinch_and_twirl;73,6660
ripple;62,1280
sparkles;63,4920
transverse_chromatic_abberation;49,9180
Acc_C-all-19;63,2309
Acc_C-original-15;62,9224
Acc_C-bar-10;56,2654
Acc_all-ex-pixelwise-noise-24;63,5368
RMSCE_C;0,1004
Combined_Noise;57,1700
