;config_138_avg;config_138_std;config_138_run_0;config_138_run_1;config_138_run_2;config_138_run_3;config_138_run_4
Standard_Acc;81,9340;0,0784;82,0000;81,8000;81,9800;81,8900;82,0000
RMSCE;0,0284;0,0026;0,0326;0,0264;0,0299;0,0280;0,0252
gaussian_noise;50,8800;0,5231;51,3000;51,1000;49,9000;51,3000;50,8000
shot_noise;55,9400;1,7682;57,5000;57,0000;57,4000;53,0000;54,8000
impulse_noise;30,7200;1,2890;30,7000;30,5000;30,4000;29,0000;33,0000
defocus_blur;72,2000;1,9204;71,5000;70,3000;70,5000;75,4000;73,3000
glass_blur;60,1400;1,1842;61,1000;57,9000;60,7000;61,0000;60,0000
motion_blur;69,2600;1,2753;68,1000;71,4000;70,0000;68,7000;68,1000
zoom_blur;68,3600;1,1792;66,3000;69,9000;68,5000;68,2000;68,9000
snow;68,3800;0,9908;67,0000;68,1000;69,7000;69,3000;67,8000
frost;74,6600;1,7682;71,5000;74,3000;76,1000;76,5000;74,9000
fog;71,3000;1,3100;70,0000;69,8000;73,3000;71,3000;72,1000
brightness;78,2200;1,3819;76,9000;76,4000;79,9000;79,5000;78,4000
contrast;63,0000;1,0602;61,4000;63,5000;64,0000;64,0000;62,1000
elastic_transform;70,2400;1,1638;72,1000;69,9000;69,8000;70,8000;68,6000
pixelate;69,1600;1,1859;69,1000;67,9000;70,5000;70,5000;67,8000
jpeg_compression;59,9800;1,4905;60,2000;58,5000;62,0000;61,1000;58,1000
speckle_noise;54,6200;2,0272;57,1000;51,0000;54,4000;55,7000;54,9000
gaussian_blur;58,4200;1,4905;57,8000;59,1000;58,1000;60,8000;56,3000
spatter;72,1400;1,6181;70,9000;72,2000;72,7000;74,8000;70,1000
saturate;71,9800;0,7467;71,0000;71,9000;73,3000;71,7000;72,0000
blue_noise;48,8000;1,7561;45,8000;47,9000;50,7000;49,8000;49,8000
brownish_noise;39,3600;2,6012;41,5000;34,7000;39,2000;39,3000;42,1000
checkerboard_cutout;61,6400;1,7281;59,2000;61,2000;64,1000;63,0000;60,7000
circular_motion_blur;71,4800;0,7730;72,7000;70,4000;71,0000;71,8000;71,5000
inverse_sparkles;47,1800;1,8787;44,4000;47,3000;50,2000;47,6000;46,4000
lines;54,0400;2,1397;52,7000;53,2000;58,3000;53,2000;52,8000
pinch_and_twirl;75,1200;1,3848;72,4000;76,2000;75,4000;75,7000;75,9000
ripple;64,5200;1,5740;64,6000;63,2000;64,9000;67,2000;62,7000
sparkles;63,8800;0,9847;62,9000;64,9000;62,9000;65,2000;63,5000
transverse_chromatic_abberation;50,5000;2,1119;53,2000;47,6000;48,9000;52,5000;50,3000
Acc_C-all-19;64,1895;0,5295;63,7632;63,7211;64,8000;64,8737;63,7895
Acc_C-original-15;64,1627;0,4860;63,6467;63,7667;64,8467;64,6400;63,9133
Acc_C-bar-10;57,6520;0,7865;56,9400;56,6600;58,5600;58,5300;57,5700
Acc_all-ex-pixelwise-noise-24;64,7983;0,7354;64,1042;64,1583;65,5833;65,7958;64,3500
RMSCE_C;0,1206;0,0067;0,1254;0,1252;0,1269;0,1097;0,1159
Combined_Noise;55,8600;0,5680;56,3000;55,4000;56,1900;54,9800;56,4300
