;config_147_avg
Standard_Acc;74,4200
RMSCE;0,0368
gaussian_noise;48,8000
shot_noise;51,8000
impulse_noise;30,6000
defocus_blur;72,6000
glass_blur;55,6000
motion_blur;66,4000
zoom_blur;65,4000
snow;63,2000
frost;68,2000
fog;64,0000
brightness;72,8000
contrast;59,8000
elastic_transform;70,6000
pixelate;69,6000
jpeg_compression;60,2000
speckle_noise;49,8000
gaussian_blur;57,0000
spatter;61,0000
saturate;68,0000
blue_noise;42,2000
brownish_noise;36,2000
checkerboard_cutout;54,2000
circular_motion_blur;64,4000
inverse_sparkles;41,4000
lines;47,2000
pinch_and_twirl;66,0000
ripple;64,6000
sparkles;49,4000
transverse_chromatic_abberation;50,0000
Acc_C-all-19;60,8105
Acc_C-original-15;61,3067
Acc_C-bar-10;51,5600
Acc_all-ex-pixelwise-noise-24;60,3250
RMSCE_C;0,0936
Combined_Noise;48,8900
