;config_221_avg
Standard_Acc;80,4500
RMSCE;0,0382
gaussian_noise;50,0100
shot_noise;53,6380
impulse_noise;30,8720
defocus_blur;71,5740
glass_blur;58,2700
motion_blur;67,9860
zoom_blur;69,0860
snow;68,9900
frost;70,0860
fog;71,8540
brightness;77,8980
contrast;64,0040
elastic_transform;70,2620
pixelate;68,6920
jpeg_compression;60,9240
speckle_noise;52,6180
gaussian_blur;66,0780
spatter;70,5520
saturate;72,0040
blue_noise;47,9760
brownish_noise;38,0060
checkerboard_cutout;60,0860
circular_motion_blur;72,5660
inverse_sparkles;48,3420
lines;55,3680
pinch_and_twirl;74,0900
ripple;63,3300
sparkles;64,4380
transverse_chromatic_abberation;48,3900
Acc_C-all-19;63,9683
Acc_C-original-15;63,6097
Acc_C-bar-10;57,2592
Acc_all-ex-pixelwise-noise-24;64,7032
RMSCE_C;0,1059
Combined_Noise;55,0900
