;config_177_avg
Standard_Acc;80,6300
RMSCE;0,0455
gaussian_noise;48,8500
shot_noise;53,9840
impulse_noise;28,5820
defocus_blur;71,3640
glass_blur;58,0880
motion_blur;67,9020
zoom_blur;68,6420
snow;67,8520
frost;69,1300
fog;71,8360
brightness;78,0380
contrast;63,9480
elastic_transform;70,2460
pixelate;68,2400
jpeg_compression;59,6460
speckle_noise;53,4140
gaussian_blur;65,7540
spatter;70,1780
saturate;72,3440
blue_noise;45,0900
brownish_noise;38,6840
checkerboard_cutout;60,4300
circular_motion_blur;73,0960
inverse_sparkles;47,3780
lines;54,3200
pinch_and_twirl;74,4880
ripple;62,9980
sparkles;63,7960
transverse_chromatic_abberation;49,7580
Acc_C-all-19;63,5809
Acc_C-original-15;63,0899
Acc_C-bar-10;57,0038
Acc_all-ex-pixelwise-noise-24;64,5065
RMSCE_C;0,1229
Combined_Noise;54,5300
