;config_230_avg
Standard_Acc;80,4100
RMSCE;0,0408
gaussian_noise;51,3220
shot_noise;56,2320
impulse_noise;31,8220
defocus_blur;69,7480
glass_blur;58,6380
motion_blur;66,0580
zoom_blur;66,5680
snow;68,3400
frost;70,3220
fog;69,8140
brightness;78,0720
contrast;60,4780
elastic_transform;68,3760
pixelate;70,1320
jpeg_compression;61,1940
speckle_noise;54,7220
gaussian_blur;63,8280
spatter;70,4140
saturate;71,6600
blue_noise;47,5820
brownish_noise;38,3140
checkerboard_cutout;60,0520
circular_motion_blur;70,4160
inverse_sparkles;46,2620
lines;54,0940
pinch_and_twirl;73,3620
ripple;63,6200
sparkles;63,9840
transverse_chromatic_abberation;49,2520
Acc_C-all-19;63,5653
Acc_C-original-15;63,1411
Acc_C-bar-10;56,6938
Acc_all-ex-pixelwise-noise-24;63,8749
RMSCE_C;0,1031
Combined_Noise;57,6900
