;config_544_avg
Standard_Acc;83,1400
RMSCE;0,0229
gaussian_noise;71,2340
shot_noise;73,9780
impulse_noise;82,0080
defocus_blur;78,2940
glass_blur;67,1900
motion_blur;73,2220
zoom_blur;75,3400
snow;73,9980
frost;73,6520
fog;76,6720
brightness;81,4480
contrast;77,7080
elastic_transform;73,6480
pixelate;71,0380
jpeg_compression;63,7140
speckle_noise;74,6940
gaussian_blur;75,6700
spatter;76,8620
saturate;77,2700
blue_noise;66,8900
brownish_noise;45,5380
checkerboard_cutout;70,2380
circular_motion_blur;76,5940
inverse_sparkles;48,3260
lines;59,2700
pinch_and_twirl;77,5960
ripple;66,7060
sparkles;70,3480
transverse_chromatic_abberation;50,6780
Acc_C-all-19;74,6126
Acc_C-original-15;74,2096
Acc_C-bar-10;63,2184
Acc_all-ex-pixelwise-noise-24;70,0425
RMSCE_C;0,0493
Combined_Noise;77,6500
