;config_12_avg;config_12_std;config_12_run_0;config_12_run_1;config_12_run_2;config_12_run_3;config_12_run_4
Standard_Acc;80,1400;0,2369;80,5200;80,1200;79,8100;80,2400;80,0100
RMSCE;0,0252;0,0012;0,0243;0,0275;0,0245;0,0252;0,0246
gaussian_noise;40,7800;1,9732;40,3000;39,2000;41,1000;44,4000;38,9000
shot_noise;49,1600;1,7984;48,2000;47,9000;52,4000;49,8000;47,5000
impulse_noise;60,6200;1,0167;61,4000;61,4000;58,8000;60,2000;61,3000
defocus_blur;73,1200;0,8328;73,5000;72,6000;71,8000;74,2000;73,5000
glass_blur;49,4000;3,0712;52,2000;44,9000;47,1000;53,1000;49,7000
motion_blur;67,9800;1,0438;67,5000;68,8000;67,0000;69,6000;67,0000
zoom_blur;70,8000;1,4156;71,2000;70,8000;69,7000;69,1000;73,2000
snow;65,6800;1,0515;65,1000;64,7000;66,8000;67,1000;64,7000
frost;72,4800;1,9446;70,7000;69,9000;74,4000;74,8000;72,6000
fog;71,5200;0,9704;70,4000;71,2000;71,9000;73,2000;70,9000
brightness;78,1800;1,2480;77,6000;76,4000;77,9000;80,1000;78,9000
contrast;74,9000;1,9256;74,9000;76,4000;71,2000;76,3000;75,7000
elastic_transform;66,5800;1,7904;68,7000;66,5000;68,2000;65,8000;63,7000
pixelate;52,6600;1,9054;49,3000;53,6000;55,0000;53,2000;52,2000
jpeg_compression;54,1800;1,2319;54,4000;53,0000;54,7000;56,1000;52,7000
speckle_noise;49,8800;2,7243;53,9000;46,6000;50,1000;51,6000;47,2000
gaussian_blur;66,1400;0,9871;66,2000;65,8000;68,0000;65,2000;65,5000
spatter;72,5000;2,4884;68,9000;71,3000;74,3000;76,1000;71,9000
saturate;73,3400;0,8639;73,5000;72,9000;73,7000;74,6000;72,0000
blue_noise;64,6200;3,6783;67,4000;57,4000;65,2000;66,5000;66,6000
brownish_noise;38,8200;1,7611;37,2000;36,7000;41,3000;38,6000;40,3000
checkerboard_cutout;64,4400;0,9912;63,4000;63,8000;66,0000;63,8000;65,2000
circular_motion_blur;72,1600;0,9728;73,2000;72,4000;73,1000;70,7000;71,4000
inverse_sparkles;35,2600;2,4212;34,9000;33,4000;33,8000;40,0000;34,2000
lines;51,3800;1,9853;50,1000;50,7000;55,0000;51,8000;49,3000
pinch_and_twirl;72,0800;0,9621;70,4000;72,7000;72,9000;72,8000;71,6000
ripple;59,5000;2,1232;60,0000;61,7000;61,7000;56,5000;57,6000
sparkles;63,4400;1,8435;61,3000;66,1000;64,3000;64,1000;61,4000
transverse_chromatic_abberation;42,1000;1,5073;41,5000;41,3000;45,1000;41,1000;41,5000
Acc_C-all-19;63,6789;0,7441;63,5737;62,8368;63,9000;64,9737;63,1105
Acc_C-original-15;63,2027;0,6749;63,0267;62,4867;63,2000;64,4667;62,8333
Acc_C-bar-10;56,3800;0,7960;55,9400;55,6200;57,8400;56,5900;55,9100
Acc_all-ex-pixelwise-noise-24;62,8600;0,6058;62,3375;62,4000;63,5375;63,6625;62,3625
RMSCE_C;0,1075;0,0027;0,1038;0,1117;0,1088;0,1059;0,1074
Combined_Noise;62,0260;0,6991;62,1100;61,2600;62,3700;63,1100;61,2800
