;config_123_avg
Standard_Acc;74,9200
RMSCE;0,0341
gaussian_noise;44,4000
shot_noise;50,6000
impulse_noise;27,6000
defocus_blur;70,8000
glass_blur;57,9000
motion_blur;65,1000
zoom_blur;65,6000
snow;61,0000
frost;68,4000
fog;63,3000
brightness;71,6000
contrast;57,7000
elastic_transform;65,7000
pixelate;66,6000
jpeg_compression;60,5000
speckle_noise;50,9000
gaussian_blur;57,8000
spatter;63,5000
saturate;66,7000
blue_noise;45,8000
brownish_noise;34,6000
checkerboard_cutout;53,9000
circular_motion_blur;66,0000
inverse_sparkles;40,8000
lines;44,0000
pinch_and_twirl;68,3000
ripple;64,4000
sparkles;51,5000
transverse_chromatic_abberation;52,0000
Acc_C-all-19;59,7737
Acc_C-original-15;59,7867
Acc_C-bar-10;52,1300
Acc_all-ex-pixelwise-noise-24;59,9042
RMSCE_C;0,0846
Combined_Noise;49,6900
