;config_41_avg;config_41_std;config_41_run_0;config_41_run_1;config_41_run_2
Standard_Acc;82,3400;0,0572;82,4100;82,3400;82,2700
RMSCE;0,0172;0,0019;0,0166;0,0153;0,0198
gaussian_noise;47,2253;1,3314;46,7380;45,8940;49,0440
shot_noise;55,1160;0,9954;54,9540;53,9860;56,4080
impulse_noise;64,1120;0,6117;64,3980;63,2620;64,6760
defocus_blur;76,8920;0,1093;76,7680;76,8740;77,0340
glass_blur;51,2653;1,0691;52,6380;50,0300;51,1280
motion_blur;69,4213;0,3278;69,2620;69,1240;69,8780
zoom_blur;73,5560;0,1976;73,6560;73,2800;73,7320
snow;69,3727;0,5225;69,9220;68,6700;69,5260
frost;63,2207;0,8819;63,2760;62,1140;64,2720
fog;74,5353;0,2618;74,6300;74,1780;74,7980
brightness;80,5953;0,0852;80,7080;80,5020;80,5760
contrast;76,7393;0,1611;76,6600;76,5940;76,9640
elastic_transform;70,3280;0,2863;70,7220;70,2120;70,0500
pixelate;54,3607;1,1505;54,6540;52,8280;55,6000
jpeg_compression;56,5400;0,8290;57,3200;55,3920;56,9080
speckle_noise;56,8667;0,8837;56,7220;55,8640;58,0140
gaussian_blur;75,0827;0,2205;74,7720;75,2140;75,2620
spatter;74,9467;0,3273;75,1380;74,4860;75,2160
saturate;75,7447;0,0926;75,6260;75,7560;75,8520
blue_noise;65,6780;2,1919;64,5280;63,7600;68,7460
brownish_noise;41,7100;0,7875;41,8960;40,6660;42,5680
checkerboard_cutout;66,8347;0,6744;67,0720;65,9160;67,5160
circular_motion_blur;75,4180;0,2192;75,1260;75,6540;75,4740
inverse_sparkles;38,8587;0,9606;39,4760;37,5020;39,5980
lines;54,5773;1,1063;54,9200;53,0840;55,7280
pinch_and_twirl;74,6827;0,4604;75,3220;74,4700;74,2560
ripple;61,1653;0,6733;62,1140;60,7620;60,6200
sparkles;67,2807;0,5200;67,5460;66,5540;67,7420
transverse_chromatic_abberation;46,4633;0,5533;47,1580;46,4280;45,8040
Acc_C-all-19;66,6274;0,4551;66,7665;66,0137;67,1020
Acc_C-original-15;65,5520;0,5012;65,7537;64,8627;66,0396
Acc_C-bar-10;59,2669;0,5691;59,5158;58,4796;59,8052
Acc_all-ex-pixelwise-noise-24;65,3996;0,3919;65,6826;64,8454;65,6709
RMSCE_C;0,0852;0,0034;0,0848;0,0896;0,0813
Combined_Noise;66,1133;0,3071;65,9700;65,8300;66,5400
