;config_341_avg;config_341_std;config_341_run_0;config_341_run_1;config_341_run_2
Standard_Acc;67,2733;0,1934;67,0000;67,4200;67,4000
RMSCE;0,0388;0,0012;0,0384;0,0404;0,0376
gaussian_noise;35,9580;1,5703;36,6620;37,4300;33,7820
shot_noise;39,6353;1,0774;40,5140;40,2740;38,1180
impulse_noise;35,4973;0,9220;35,4740;36,6380;34,3800
defocus_blur;45,5360;0,1536;45,4080;45,7520;45,4480
glass_blur;39,3547;0,2999;39,5180;38,9340;39,6120
motion_blur;51,2347;0,2684;51,4640;50,8580;51,3820
zoom_blur;46,0693;0,3623;46,1260;46,4820;45,6000
snow;47,9927;0,2911;48,0580;47,6080;48,3120
frost;49,4647;0,2126;49,6160;49,1640;49,6140
fog;50,1913;0,3087;50,6000;49,8540;50,1200
brightness;53,7867;0,2741;54,1400;53,4720;53,7480
contrast;39,1833;0,2145;38,9540;39,1260;39,4700
elastic_transform;51,4473;0,2850;51,8200;51,1280;51,3940
pixelate;55,0300;0,1327;54,9860;54,8940;55,2100
jpeg_compression;54,2253;0,1558;54,4360;54,0640;54,1760
speckle_noise;33,4720;1,5223;34,6020;34,4940;31,3200
gaussian_blur;47,7440;0,0412;47,7200;47,8020;47,7100
spatter;45,4793;0,5280;45,0600;45,1540;46,2240
saturate;49,4987;0,5066;50,1860;48,9800;49,3300
blue_noise_sample;48,1993;0,3759;48,6140;48,2800;47,7040
brownish_noise;52,5153;0,0429;52,5760;52,4860;52,4840
caustic_refraction;37,1587;0,7464;37,1760;36,2360;38,0640
checkerboard_cutout;43,2227;0,3679;43,5460;43,4140;42,7080
cocentric_sine_waves;34,0707;0,3013;33,6460;34,2520;34,3140
inverse_sparkles;26,4660;0,4974;26,2660;27,1500;25,9820
perlin_noise;57,6680;0,3844;57,5580;57,2620;58,1840
plasma_noise;31,3853;0,4454;31,9900;31,2360;30,9300
single_frequency_greyscale;31,9933;0,2639;31,9100;31,7200;32,3500
sparkles;59,9527;0,1772;59,7060;60,1140;60,0380
Acc_C-all-19;45,8316;0,2286;46,0707;45,9004;45,5237
Acc_C-original-15;46,3071;0,2079;46,5184;46,3785;46,0244
Acc_C-bar-10;42,2632;0,0354;42,2988;42,2150;42,2758
Acc_all-ex-pixelwise-noise-24;45,8613;0,1040;45,9361;45,7142;45,9335
RMSCE_C;0,1220;0,0007;0,1214;0,1230;0,1217
Combined_Noise;61,9733;0,3287;61,6700;62,4300;61,8200
