;config_324_avg;config_324_std;config_324_run_0;config_324_run_1;config_324_run_2
Standard_Acc;68,1167;0,4075;68,6900;67,7800;67,8800
RMSCE;0,0612;0,0039;0,0643;0,0557;0,0637
gaussian_noise;30,9967;1,3474;29,1620;31,4680;32,3600
shot_noise;35,7733;1,1649;34,3080;35,8540;37,1580
impulse_noise;32,9527;1,1155;31,3760;33,7880;33,6940
defocus_blur;38,0780;2,4696;40,8500;38,5320;34,8520
glass_blur;34,1193;0,9343;34,7720;34,7880;32,7980
motion_blur;45,5927;1,9353;47,5620;46,2540;42,9620
zoom_blur;42,6573;1,4450;44,3240;42,8480;40,8000
snow;43,5880;0,7439;44,5540;43,4660;42,7440
frost;46,7627;0,6468;47,3600;47,0640;45,8640
fog;46,5907;0,5741;47,3160;46,5440;45,9120
brightness;51,5180;1,0099;52,4700;51,9640;50,1200
contrast;35,3687;0,7887;36,3980;35,2260;34,4820
elastic_transform;49,2613;1,5875;50,4580;50,3080;47,0180
pixelate;53,0053;0,7560;53,8780;53,1040;52,0340
jpeg_compression;52,3867;1,0714;53,5260;52,6820;50,9520
speckle_noise;30,5787;1,4846;28,9220;30,2900;32,5240
gaussian_blur;40,5080;2,5629;43,5660;40,6640;37,2940
spatter;42,5620;0,3263;42,8400;42,7420;42,1040
saturate;46,6893;0,9687;47,3380;47,4100;45,3200
blue_noise_sample;46,6667;0,4434;46,0780;47,1480;46,7740
brownish_noise;50,1193;0,3422;49,8300;49,9280;50,6000
caustic_refraction;33,3053;0,9061;34,1400;33,7300;32,0460
checkerboard_cutout;42,5220;0,7891;42,8780;43,2600;41,4280
cocentric_sine_waves;28,4820;0,5285;29,0960;27,8060;28,5440
inverse_sparkles;27,1813;0,3079;27,4060;26,7460;27,3920
perlin_noise;55,1433;0,4892;55,6240;55,3340;54,4720
plasma_noise;28,3200;0,9625;26,9900;28,7340;29,2360
single_frequency_greyscale;24,2673;0,7027;25,2440;23,9380;23,6200
sparkles;59,4247;0,4383;60,0400;59,1820;59,0520
Acc_C-all-19;42,0521;0,6820;42,6832;42,3682;41,1048
Acc_C-original-15;42,5768;0,7127;43,2209;42,9260;41,5833
Acc_C-bar-10;39,5432;0,1720;39,7326;39,5806;39,3164
Acc_all-ex-pixelwise-noise-24;42,3939;0,8088;43,2692;42,5939;41,3186
RMSCE_C;0,1691;0,0076;0,1743;0,1584;0,1746
Combined_Noise;62,6667;0,3193;63,0400;62,2600;62,7000
