;config_326_avg;config_326_std;config_326_run_0;config_326_run_1;config_326_run_2
Standard_Acc;68,2433;0,1236;68,3500;68,0700;68,3100
RMSCE;0,0477;0,0073;0,0551;0,0501;0,0378
gaussian_noise;35,3047;1,1801;33,9960;36,8560;35,0620
shot_noise;38,9800;1,0177;37,8880;40,3380;38,7140
impulse_noise;35,4793;1,1559;35,9680;36,5860;33,8840
defocus_blur;43,6107;0,6952;44,5840;43,2440;43,0040
glass_blur;36,2773;0,9785;35,0600;36,3160;37,4560
motion_blur;49,6073;0,1080;49,7440;49,4800;49,5980
zoom_blur;45,5653;0,1545;45,7600;45,5540;45,3820
snow;46,6620;0,1816;46,5020;46,5680;46,9160
frost;48,1240;0,9351;47,6120;47,3240;49,4360
fog;48,8420;0,2278;49,1240;48,8360;48,5660
brightness;53,1067;0,1986;53,3560;53,0940;52,8700
contrast;38,1600;0,4691;37,8660;38,8220;37,7920
elastic_transform;51,2073;0,3682;51,7260;50,9080;50,9880
pixelate;54,4487;0,2722;54,3040;54,2120;54,8300
jpeg_compression;54,0413;0,3116;54,4820;53,8260;53,8160
speckle_noise;33,1167;1,4796;32,2960;35,1940;31,8600
gaussian_blur;45,9320;0,5519;46,6900;45,7140;45,3920
spatter;44,6147;0,4724;45,2480;44,1140;44,4820
saturate;48,8820;0,4858;49,5680;48,5720;48,5060
blue_noise_sample;47,9020;0,6452;48,0620;48,6000;47,0440
brownish_noise;51,1407;0,2231;51,4540;50,9520;51,0160
caustic_refraction;35,4860;0,7164;34,9120;35,0500;36,4960
checkerboard_cutout;43,4807;0,4285;44,0620;43,3380;43,0420
cocentric_sine_waves;31,0940;0,9108;29,8760;31,3400;32,0660
inverse_sparkles;27,1067;0,2702;26,7420;27,1900;27,3880
perlin_noise;56,9520;0,6990;56,9640;56,0900;57,8020
plasma_noise;29,0693;0,1920;29,3000;29,0780;28,8300
single_frequency_greyscale;28,5993;0,3842;28,0560;28,8700;28,8720
sparkles;60,2473;0,2385;59,9500;60,2580;60,5340
Acc_C-all-19;44,8401;0,1507;44,8302;45,0294;44,6607
Acc_C-original-15;45,2944;0,1204;45,1981;45,4643;45,2209
Acc_C-bar-10;41,1078;0,1531;40,9378;41,0766;41,3090
Acc_all-ex-pixelwise-noise-24;44,6774;0,1095;44,7059;44,5312;44,7950
RMSCE_C;0,1435;0,0071;0,1510;0,1455;0,1340
Combined_Noise;63,1800;0,2439;63,5200;63,0600;62,9600
