;config_217_avg;config_217_std;config_217_run_0;config_217_run_1;config_217_run_2
Standard_Acc;57,2000;0,5597;57,1700;56,5300;57,9000
RMSCE;0,0637;0,0082;0,0526;0,0667;0,0719
gaussian_noise;24,2480;0,3275;24,3560;24,5840;23,8040
shot_noise;29,5433;0,1478;29,4040;29,4780;29,7480
impulse_noise;24,3727;0,1657;24,6020;24,3000;24,2160
defocus_blur;28,7653;0,7543;27,8100;28,8320;29,6540
glass_blur;22,6720;0,7487;22,3340;21,9720;23,7100
motion_blur;40,3687;0,8072;39,2560;41,1460;40,7040
zoom_blur;32,3460;1,0090;30,9200;33,1040;33,0140
snow;39,0793;0,5294;39,7880;38,5160;38,9340
frost;43,1727;0,1119;43,2000;43,0240;43,2940
fog;43,2487;0,6299;43,3800;42,4200;43,9460
brightness;55,2027;0,1921;55,0560;55,0780;55,4740
contrast;18,1360;0,6696;18,6460;17,1900;18,5720
elastic_transform;46,6707;0,1029;46,5920;46,8160;46,6040
pixelate;52,3567;0,5465;51,5840;52,7580;52,7280
jpeg_compression;48,0733;0,3003;48,4540;47,7200;48,0460
speckle_noise;23,1940;0,2904;22,8160;23,2440;23,5220
gaussian_blur;28,6327;1,0317;27,3120;28,7560;29,8300
spatter;42,9673;0,7699;43,8640;41,9840;43,0540
saturate;49,0520;0,5362;48,9440;49,7560;48,4560
blue_noise_sample;33,4687;1,1162;33,9500;31,9260;34,5300
brownish_noise;28,0880;1,7371;26,7060;27,0200;30,5380
caustic_refraction;27,5593;0,5369;27,4920;26,9380;28,2480
checkerboard_cutout;33,8873;0,6398;34,5820;33,0380;34,0420
cocentric_sine_waves;23,8987;0,9716;23,5500;22,9220;25,2240
inverse_sparkles;16,6400;0,1574;16,6940;16,4260;16,8000
perlin_noise;46,8933;0,7978;47,6340;45,7860;47,2600
plasma_noise;12,1147;0,6732;11,8540;11,4520;13,0380
single_frequency_greyscale;20,2113;0,5309;20,1500;19,5940;20,8900
sparkles;45,3973;1,0592;45,7240;43,9680;46,5000
Acc_C-all-19;36,4264;0,2003;36,2273;36,3515;36,7005
Acc_C-original-15;36,5504;0,2021;36,3588;36,4625;36,8299
Acc_C-bar-10;28,8159;0,7350;28,8336;27,9070;29,7070
Acc_all-ex-pixelwise-noise-24;35,2264;0,3971;35,0636;34,8423;35,7733
RMSCE_C;0,1884;0,0067;0,1789;0,1937;0,1926
Combined_Noise;43,5467;0,8410;44,0700;42,3600;44,2100
