;config_317_avg;config_317_std;config_317_run_0;config_317_run_1;config_317_run_2
Standard_Acc;59,2667;0,3580;59,4300;59,6000;58,7700
RMSCE;0,0522;0,0028;0,0501;0,0504;0,0563
gaussian_noise;22,3780;1,4088;21,2700;21,4980;24,3660
shot_noise;27,4813;1,1997;26,6280;26,6380;29,1780
impulse_noise;25,9560;0,3250;25,6780;25,7780;26,4120
defocus_blur;31,8973;0,9462;31,7520;33,1220;30,8180
glass_blur;21,1620;1,1174;19,6020;21,7240;22,1600
motion_blur;42,1580;0,4687;42,1700;42,7260;41,5780
zoom_blur;35,0207;0,9089;34,3920;36,3060;34,3640
snow;38,1253;0,7453;37,1140;38,3740;38,8880
frost;40,9653;0,6471;40,0520;41,3720;41,4720
fog;48,0793;0,5142;48,0120;48,7400;47,4860
brightness;56,7360;0,2833;56,4320;57,1140;56,6620
contrast;29,2987;0,4402;29,3540;29,8080;28,7340
elastic_transform;46,5753;0,6558;45,9680;47,4860;46,2720
pixelate;51,6420;0,6888;50,6720;52,0500;52,2040
jpeg_compression;47,2113;0,3603;46,7520;47,2500;47,6320
speckle_noise;21,7293;1,0430;20,9640;21,0200;23,2040
gaussian_blur;32,4080;0,9763;32,2860;33,6600;31,2780
spatter;44,6580;0,1348;44,7000;44,7980;44,4760
saturate;51,7907;0,3249;51,8460;52,1580;51,3680
blue_noise_sample;37,3420;0,6188;37,9040;36,4800;37,6420
brownish_noise;29,6947;1,1458;29,3880;31,2260;28,4700
caustic_refraction;27,3500;0,4348;26,8560;27,9140;27,2800
checkerboard_cutout;35,9540;0,4664;35,7260;36,6040;35,5320
cocentric_sine_waves;22,5333;0,3241;22,1860;22,9660;22,4480
inverse_sparkles;15,5053;0,6042;14,8580;16,3120;15,3460
perlin_noise;46,5860;0,6925;46,1880;47,5600;46,0100
plasma_noise;13,7780;1,0171;13,0900;15,2160;13,0280
single_frequency_greyscale;21,5567;0,3427;21,6120;21,9460;21,1120
sparkles;45,6573;0,6943;45,7860;46,4360;44,7500
Acc_C-all-19;37,6459;0,3644;37,1392;37,9801;37,8185
Acc_C-original-15;37,6458;0,4194;37,0565;37,9991;37,8817
Acc_C-bar-10;29,5957;0,4808;29,3594;30,2660;29,1618
Acc_all-ex-pixelwise-noise-24;36,5143;0,4888;36,1164;37,2028;36,2237
RMSCE_C;0,1825;0,0076;0,1932;0,1775;0,1766
Combined_Noise;50,7333;0,4019;51,0800;50,9500;50,1700
