;config_314_avg
Standard_Acc;59,5700
RMSCE;0,0499
gaussian_noise;18,4200
shot_noise;23,2740
impulse_noise;23,0480
defocus_blur;37,2580
glass_blur;20,3740
motion_blur;44,1980
zoom_blur;39,8320
snow;35,7440
frost;36,9340
fog;47,4160
brightness;55,9700
contrast;31,5840
elastic_transform;46,9780
pixelate;49,8620
jpeg_compression;46,2100
speckle_noise;18,1080
gaussian_blur;39,2600
spatter;43,0500
saturate;51,4380
blue_noise_sample;40,3740
brownish_noise;30,6780
caustic_refraction;24,2380
checkerboard_cutout;35,8420
cocentric_sine_waves;20,9380
inverse_sparkles;15,3060
perlin_noise;46,2400
plasma_noise;12,6520
single_frequency_greyscale;19,8260
sparkles;44,8180
Acc_C-all-19;37,3136
Acc_C-original-15;37,1401
Acc_C-bar-10;29,0912
Acc_all-ex-pixelwise-noise-24;36,5269
RMSCE_C;0,1813
Combined_Noise;51,0500
