;config_335_avg;config_335_std;config_335_run_0;config_335_run_1;config_335_run_2
Standard_Acc;59,1833;0,3487;59,5100;59,3400;58,7000
RMSCE;0,0484;0,0047;0,0419;0,0527;0,0506
gaussian_noise;20,0340;1,3338;21,7880;18,5560;19,7580
shot_noise;24,9573;1,4810;26,9240;23,3500;24,5980
impulse_noise;24,8027;0,9482;24,7740;23,6560;25,9780
defocus_blur;40,3080;1,8650;37,7600;42,1720;40,9920
glass_blur;24,6413;1,0910;26,1840;23,8900;23,8500
motion_blur;47,2173;0,2549;47,2760;46,8800;47,4960
zoom_blur;42,0640;0,8143;41,0540;43,0480;42,0900
snow;38,5793;0,4727;38,3780;39,2320;38,1280
frost;39,1407;1,0687;40,6340;38,5960;38,1920
fog;48,3120;0,6498;49,1900;48,1080;47,6380
brightness;57,0693;0,1630;56,8860;57,0400;57,2820
contrast;34,4340;0,7242;35,4480;33,8020;34,0520
elastic_transform;48,9653;0,1821;49,1560;49,0200;48,7200
pixelate;48,8647;0,5001;49,2420;48,1580;49,1940
jpeg_compression;46,0587;0,3933;46,5880;45,9420;45,6460
speckle_noise;19,3833;1,6893;21,6460;17,5880;18,9160
gaussian_blur;42,9067;2,0485;40,0620;44,8040;43,8540
spatter;45,0060;0,3179;45,2780;44,5600;45,1800
saturate;52,0400;0,1609;52,0380;52,2380;51,8440
blue_noise_sample;41,3053;0,9505;42,5220;41,1920;40,2020
brownish_noise;30,9400;0,6776;31,8980;30,4820;30,4400
caustic_refraction;26,5993;0,2338;26,3920;26,4800;26,9260
checkerboard_cutout;35,8867;0,4795;35,3100;35,8660;36,4840
cocentric_sine_waves;20,0193;0,7206;21,0360;19,4500;19,5720
inverse_sparkles;15,5453;0,6294;15,5880;16,2940;14,7540
perlin_noise;46,4420;0,6361;47,2940;46,2660;45,7660
plasma_noise;14,7380;0,7701;15,7900;13,9680;14,4560
single_frequency_greyscale;20,2487;0,3765;20,3000;20,6820;19,7640
sparkles;45,7040;0,4106;46,1220;45,8440;45,1460
Acc_C-all-19;39,1992;0,2139;39,4898;38,9811;39,1267
Acc_C-original-15;39,0299;0,2812;39,4188;38,7633;38,9076
Acc_C-bar-10;29,7429;0,3626;30,2252;29,6524;29,3510
Acc_all-ex-pixelwise-noise-24;37,9888;0,1305;38,1210;38,0343;37,8111
RMSCE_C;0,1663;0,0085;0,1545;0,1738;0,1707
Combined_Noise;53,4900;1,3513;55,3400;52,9800;52,1500
