;config_15_avg;config_15_std;config_15_run_0;config_15_run_1;config_15_run_2
Standard_Acc;67,5967;0,3039;67,9900;67,2500;67,5500
RMSCE;0,0659;0,0103;0,0594;0,0804;0,0578
gaussian_noise;27,0687;0,9545;26,8920;25,9980;28,3160
shot_noise;32,4207;0,8709;32,2240;31,4660;33,5720
impulse_noise;29,0633;1,3498;28,7740;27,5740;30,8420
defocus_blur;35,0940;1,0049;36,3920;33,9440;34,9460
glass_blur;29,6160;0,6516;30,1860;28,7040;29,9580
motion_blur;41,6780;0,8617;42,3220;40,4600;42,2520
zoom_blur;40,6227;1,1164;41,7980;39,1220;40,9480
snow;39,3927;0,1500;39,3180;39,6020;39,2580
frost;43,9173;0,2131;44,0040;43,6240;44,1240
fog;43,9880;1,0142;43,5580;43,0180;45,3880
brightness;49,3393;0,5202;49,7260;48,6040;49,6880
contrast;31,4527;0,5794;31,0340;31,0520;32,2720
elastic_transform;47,8333;0,3349;47,9480;47,3780;48,1740
pixelate;51,2713;0,2256;50,9660;51,5040;51,3440
jpeg_compression;51,8767;0,1551;51,8220;51,7200;52,0880
speckle_noise;26,8440;1,4534;26,5520;25,2280;28,7520
gaussian_blur;37,2340;1,3886;38,8660;35,4720;37,3640
spatter;40,4653;0,6164;41,3340;39,9680;40,0940
saturate;44,8227;0,3890;44,9700;44,2900;45,2080
blue_noise_sample;44,7673;0,8624;43,8460;44,5360;45,9200
brownish_noise;48,9927;0,5408;49,4560;48,2340;49,2880
caustic_refraction;29,4073;0,6407;29,6920;30,0100;28,5200
checkerboard_cutout;41,1873;0,2317;40,8920;41,2120;41,4580
cocentric_sine_waves;25,0080;0,3392;25,1600;25,3260;24,5380
inverse_sparkles;26,4773;0,1085;26,6260;26,4360;26,3700
perlin_noise;51,4933;0,1244;51,6680;51,4240;51,3880
plasma_noise;26,7460;1,0208;27,8940;25,4140;26,9300
single_frequency_greyscale;21,6087;0,1114;21,4600;21,7280;21,6380
sparkles;58,3993;0,1029;58,5240;58,2720;58,4020
Acc_C-all-19;39,1579;0,5824;39,4045;38,3541;39,7152
Acc_C-original-15;39,6423;0,5393;39,7976;38,9180;40,2113
Acc_C-bar-10;37,4087;0,1103;37,5218;37,2592;37,4452
Acc_all-ex-pixelwise-noise-24;39,9135;0,3428;40,2340;39,4383;40,0682
RMSCE_C;0,2028;0,0097;0,1946;0,2165;0,1974
Combined_Noise;61,6467;0,3480;62,0900;61,6100;61,2400
