;config_295_avg;config_295_std;config_295_run_0;config_295_run_1;config_295_run_2
Standard_Acc;66,9467;0,3383;66,6500;66,7700;67,4200
RMSCE;0,0446;0,0075;0,0552;0,0392;0,0394
gaussian_noise;35,6253;1,4996;33,5120;36,8360;36,5280
shot_noise;39,3713;0,9707;38,0320;40,3020;39,7800
impulse_noise;34,4033;0,6788;33,5020;35,1400;34,5680
defocus_blur;43,4193;0,5855;43,2740;44,1980;42,7860
glass_blur;37,7133;0,4555;37,4300;37,3540;38,3560
motion_blur;50,0993;0,4214;50,6620;49,9880;49,6480
zoom_blur;45,4040;0,4954;45,6440;45,8540;44,7140
snow;46,4220;0,2428;46,7420;46,1540;46,3700
frost;48,2520;0,4922;48,9480;47,9000;47,9080
fog;48,8480;0,2080;48,9500;49,0360;48,5580
brightness;53,2627;0,0939;53,1620;53,3880;53,2380
contrast;37,8420;0,0382;37,7880;37,8700;37,8680
elastic_transform;50,5960;0,2902;50,8380;50,7620;50,1880
pixelate;54,5827;0,0739;54,5100;54,6840;54,5540
jpeg_compression;53,4660;0,3355;53,8980;53,4200;53,0800
speckle_noise;33,3507;1,2351;31,7680;34,7820;33,5020
gaussian_blur;45,7820;0,6279;45,7920;46,5460;45,0080
spatter;45,1380;0,3841;45,5620;44,6320;45,2200
saturate;48,3207;0,2516;48,4020;48,5800;47,9800
blue_noise_sample;47,9280;0,3447;47,8120;47,5760;48,3960
brownish_noise;51,2407;0,5251;50,5040;51,6900;51,5280
caustic_refraction;36,4620;0,7343;36,5940;35,5040;37,2880
checkerboard_cutout;42,0360;0,3282;42,3060;42,2280;41,5740
cocentric_sine_waves;33,7940;0,7908;33,6080;32,9320;34,8420
inverse_sparkles;27,2507;0,2669;26,8800;27,3740;27,4980
perlin_noise;56,9440;0,0659;56,9320;56,8700;57,0300
plasma_noise;29,7580;0,9596;28,4840;30,8000;29,9900
single_frequency_greyscale;31,2520;0,6208;31,0320;30,6260;32,0980
sparkles;59,2460;0,2414;58,9060;59,3900;59,4420
Acc_C-all-19;44,8368;0,2080;44,6535;45,1277;44,7292
Acc_C-original-15;45,2872;0,1721;45,1261;45,5257;45,2096
Acc_C-bar-10;41,5911;0,2783;41,3058;41,4990;41,9686
Acc_all-ex-pixelwise-noise-24;44,8805;0,0192;44,8687;44,9075;44,8653
RMSCE_C;0,1299;0,0048;0,1356;0,1239;0,1302
Combined_Noise;61,1433;0,7900;60,4100;60,7800;62,2400
