;config_337_avg;config_337_std;config_337_run_0;config_337_run_1;config_337_run_2
Standard_Acc;60,0300;0,3919;59,5500;60,5100;60,0300
RMSCE;0,0405;0,0045;0,0411;0,0457;0,0348
gaussian_noise;22,8360;1,2831;21,0700;24,0800;23,3580
shot_noise;27,4220;1,4452;25,3880;28,6120;28,2660
impulse_noise;26,5660;1,1900;24,9960;26,8260;27,8760
defocus_blur;43,5553;0,6532;43,0560;44,4780;43,1320
glass_blur;25,6073;0,6250;24,7580;26,2440;25,8200
motion_blur;48,4207;0,7133;48,9160;48,9340;47,4120
zoom_blur;43,6913;0,5960;43,3880;44,5240;43,1620
snow;40,0100;0,7676;38,9380;40,6940;40,3980
frost;40,5600;0,7251;39,6740;41,4500;40,5560
fog;50,0007;0,1422;49,8000;50,0900;50,1120
brightness;58,2200;0,4319;57,9660;58,8280;57,8660
contrast;35,9247;0,3478;36,1200;36,2180;35,4360
elastic_transform;49,4013;0,5910;48,8540;50,2220;49,1280
pixelate;50,9807;0,3694;50,8500;50,6080;51,4840
jpeg_compression;47,7887;0,3608;48,1160;47,9640;47,2860
speckle_noise;21,5793;1,2781;19,7720;22,5040;22,4620
gaussian_blur;46,0767;0,6870;45,7300;47,0360;45,4640
spatter;45,7253;0,3006;45,3980;46,1240;45,6540
saturate;53,2200;0,4135;52,8800;53,8020;52,9780
blue_noise_sample;42,9780;0,9824;42,4100;42,1640;44,3600
brownish_noise;31,6673;1,1302;30,1180;32,7820;32,1020
caustic_refraction;27,6620;1,1620;26,0440;28,7200;28,2220
checkerboard_cutout;36,9807;0,6942;36,0300;37,2440;37,6680
cocentric_sine_waves;22,3107;0,5331;21,5960;22,8760;22,4600
inverse_sparkles;15,7247;0,4602;15,1320;16,2540;15,7880
perlin_noise;47,3720;0,7035;46,3800;47,8020;47,9340
plasma_noise;15,1613;1,2414;13,4060;16,0140;16,0640
single_frequency_greyscale;22,2540;0,3625;21,8940;22,7500;22,1180
sparkles;47,0307;0,6621;46,0960;47,4500;47,5460
Acc_C-all-19;40,9256;0,5065;40,2984;41,5388;40,9395
Acc_C-original-15;40,7323;0,4869;40,1260;41,3181;40,7528
Acc_C-bar-10;30,9141;0,7097;29,9106;31,4056;31,4262
Acc_all-ex-pixelwise-noise-24;39,3894;0,4759;38,7975;39,9628;39,4079
RMSCE_C;0,1487;0,0061;0,1558;0,1494;0,1409
Combined_Noise;54,7667;1,0160;53,3300;55,5000;55,4700
