;config_532_avg;config_532_std;config_532_run_0;config_532_run_1;config_532_run_2
Standard_Acc;81,5867;0,1517;81,8000;81,5000;81,4600
RMSCE;0,0448;0,0022;0,0457;0,0470;0,0417
gaussian_noise;59,8780;0,5336;60,6260;59,4180;59,5900
shot_noise;63,9780;0,3338;64,4500;63,7420;63,7420
impulse_noise;64,1327;0,5673;63,9080;64,9120;63,5780
defocus_blur;76,3860;0,0886;76,2640;76,4720;76,4220
glass_blur;63,3180;0,1986;63,0620;63,5460;63,3460
motion_blur;71,6400;0,1602;71,5140;71,5400;71,8660
zoom_blur;73,0827;0,3759;72,8040;73,6140;72,8300
snow;71,1880;0,2478;71,5320;70,9580;71,0740
frost;70,7687;0,3193;71,1100;70,3420;70,8540
fog;74,5073;0,1591;74,4860;74,3240;74,7120
brightness;80,0080;0,0549;80,0720;80,0140;79,9380
contrast;77,3760;0,1539;77,5560;77,1800;77,3920
elastic_transform;72,0473;0,0848;72,1380;72,0700;71,9340
pixelate;69,6247;0,4445;70,2280;69,4760;69,1700
jpeg_compression;61,2200;0,1898;61,4360;61,2500;60,9740
speckle_noise;64,1293;0,2477;64,4520;64,0860;63,8500
gaussian_blur;73,5333;0,3281;73,0920;73,8780;73,6300
spatter;75,0013;0,1408;74,8520;74,9620;75,1900
saturate;75,8707;0,1652;75,9680;75,6380;76,0060
blue_noise;62,7627;0,4078;62,5300;62,4220;63,3360
brownish_noise;45,1533;0,6638;45,9640;45,1580;44,3380
checkerboard_cutout;70,3127;0,3315;69,8620;70,6500;70,4260
circular_motion_blur;74,1960;0,2642;74,5640;74,0680;73,9560
inverse_sparkles;43,3113;0,6767;42,7560;42,9140;44,2640
lines;57,1940;0,1628;57,2800;56,9660;57,3360
pinch_and_twirl;76,3153;0,1265;76,4500;76,1460;76,3500
ripple;65,8260;0,2115;66,0840;65,8280;65,5660
sparkles;67,3747;0,1595;67,3620;67,1860;67,5760
transverse_chromatic_abberation;52,0900;1,6819;50,2620;54,3220;51,6860
Acc_C-all-19;70,4047;0,0748;70,5026;70,3906;70,3209
Acc_C-original-15;69,9437;0,1034;70,0791;69,9239;69,8281
Acc_C-bar-10;61,4536;0,1061;61,3114;61,5660;61,4834
Acc_all-ex-pixelwise-noise-24;68,2227;0,0342;68,1958;68,2709;68,2015
RMSCE_C;0,0668;0,0010;0,0681;0,0657;0,0667
Combined_Noise;67,9667;0,3126;68,2800;68,0800;67,5400
