;config_560_avg;config_560_std;config_560_run_0;config_560_run_1;config_560_run_2
Standard_Acc;96,3767;0,1801;96,6200;96,3200;96,1900
RMSCE;0,0443;0,0014;0,0447;0,0458;0,0423
gaussian_noise;86,9940;0,3458;86,8760;87,4640;86,6420
shot_noise;89,4113;0,2446;89,4780;89,6720;89,0840
impulse_noise;87,0280;0,8758;86,5220;88,2600;86,3020
defocus_blur;94,2813;0,1731;94,5260;94,1520;94,1660
glass_blur;88,0073;0,2274;88,3140;87,9380;87,7700
motion_blur;92,4327;0,2174;92,7400;92,2840;92,2740
zoom_blur;93,1993;0,2353;93,5300;93,0660;93,0020
snow;91,7647;0,2771;92,0600;91,8400;91,3940
frost;92,9107;0,2001;93,1520;92,9180;92,6620
fog;94,2680;0,1386;94,4640;94,1720;94,1680
brightness;95,7387;0,0900;95,8620;95,7040;95,6500
contrast;94,1700;0,0955;94,3040;94,1180;94,0880
elastic_transform;91,3867;0,3940;91,9420;91,1480;91,0700
pixelate;90,7307;0,5118;90,8820;91,2680;90,0420
jpeg_compression;85,7867;0,6368;86,3900;86,0640;84,9060
speckle_noise;89,5900;0,1612;89,7060;89,7020;89,3620
gaussian_blur;93,3493;0,1146;93,5040;93,2300;93,3140
spatter;92,4387;0,3692;92,6660;92,7320;91,9180
saturate;94,9400;0,0420;94,9800;94,9580;94,8820
blue_noise;86,3473;1,0737;87,4080;86,7580;84,8760
brownish_noise;78,8227;0,6493;78,1200;79,6860;78,6620
checkerboard_cutout;87,2833;0,4480;87,5860;87,6140;86,6500
circular_motion_blur;92,7693;0,3236;93,2100;92,4420;92,6560
inverse_sparkles;78,3253;0,1328;78,5040;78,1860;78,2860
lines;81,5187;0,3671;81,6000;81,9220;81,0340
pinch_and_twirl;92,9767;0,1499;93,1880;92,8560;92,8860
ripple;87,8120;0,5586;88,2040;88,2100;87,0220
sparkles;87,5560;0,2499;87,8660;87,5480;87,2540
transverse_chromatic_abberation;85,2913;0,2007;85,1720;85,5740;85,1280
Acc_C-all-19;91,4962;0,2149;91,6788;91,6153;91,1945
Acc_C-original-15;91,2073;0,2320;91,4028;91,3379;90,8813
Acc_C-bar-10;85,8703;0,3004;86,0858;86,0796;85,4454
Acc_all-ex-pixelwise-noise-24;89,9067;0,2095;90,1153;89,9846;89,6202
RMSCE_C;0,0401;0,0004;0,0403;0,0405;0,0395
Combined_Noise;89,6667;0,4713;89,5300;90,3000;89,1700
